lat,lon,speed (cm/s),direction (deg),acquired,resolution (km),origin
42.55,-124.55,16.1,187.1,9/8/2026 12:00,6,USWC
42.55,-124.49,16.5,194,9/8/2026 12:00,6,USWC
42.6,-124.61,33.5,259.7,9/8/2026 12:00,6,USWC
42.6,-124.55,16.6,237.3,9/8/2026 12:00,6,USWC
42.6,-124.49,6.1,189.5,9/8/2026 12:00,6,USWC
42.66,-124.61,18.1,276.3,9/8/2026 12:00,6,USWC
42.66,-124.55,1,90,9/8/2026 12:00,6,USWC
42.66,-124.49,14.1,81.9,9/8/2026 12:00,6,USWC
42.71,-124.68,15.3,281.3,9/8/2026 12:00,6,USWC
42.71,-124.61,5.4,291.8,9/8/2026 12:00,6,USWC
42.76,-124.86,14.8,298.3,9/8/2026 12:00,6,USWC
42.76,-124.8,13,292.6,9/8/2026 12:00,6,USWC
42.76,-124.74,7.1,278.1,9/8/2026 12:00,6,USWC
42.76,-124.68,1.4,315,9/8/2026 12:00,6,USWC
42.82,-125.3,8.5,315,9/8/2026 12:00,6,USWC
42.82,-124.99,14,270,9/8/2026 12:00,6,USWC
42.82,-124.93,23.4,309.8,9/8/2026 12:00,6,USWC
42.82,-124.86,14.9,312.3,9/8/2026 12:00,6,USWC
42.82,-124.8,15.6,315,9/8/2026 12:00,6,USWC
42.82,-124.74,11.7,301,9/8/2026 12:00,6,USWC
42.82,-124.68,13,292.6,9/8/2026 12:00,6,USWC
42.87,-125.68,9,270,9/8/2026 12:00,6,USWC
42.87,-125.61,13.5,318,9/8/2026 12:00,6,USWC
42.87,-125.36,7.1,278.1,9/8/2026 12:00,6,USWC
42.87,-125.3,7.8,309.8,9/8/2026 12:00,6,USWC
42.87,-125.24,7.8,309.8,9/8/2026 12:00,6,USWC
42.87,-125.18,16.1,299.7,9/8/2026 12:00,6,USWC
42.87,-125.05,33.2,291.2,9/8/2026 12:00,6,USWC
42.87,-124.99,14,270,9/8/2026 12:00,6,USWC
42.87,-124.93,19.4,281.9,9/8/2026 12:00,6,USWC
42.87,-124.86,14.4,303.7,9/8/2026 12:00,6,USWC
42.87,-124.8,12,274.8,9/8/2026 12:00,6,USWC
42.87,-124.74,11.2,259.7,9/8/2026 12:00,6,USWC
42.87,-124.68,11.4,285.3,9/8/2026 12:00,6,USWC
42.87,-124.61,20,267.1,9/8/2026 12:00,6,USWC
42.93,-125.74,10.3,240.9,9/8/2026 12:00,6,USWC
42.93,-125.68,10,275.7,9/8/2026 12:00,6,USWC
42.93,-125.61,10.8,291.8,9/8/2026 12:00,6,USWC
42.93,-125.55,12.2,305,9/8/2026 12:00,6,USWC
42.93,-125.36,9.9,225,9/8/2026 12:00,6,USWC
42.93,-125.3,7.1,278.1,9/8/2026 12:00,6,USWC
42.93,-125.24,19.1,312.9,9/8/2026 12:00,6,USWC
42.93,-125.18,20.6,320.9,9/8/2026 12:00,6,USWC
42.93,-125.11,32.8,301.3,9/8/2026 12:00,6,USWC
42.93,-125.05,17.1,276.7,9/8/2026 12:00,6,USWC
42.93,-124.99,18,289.4,9/8/2026 12:00,6,USWC
42.93,-124.93,21.9,294.2,9/8/2026 12:00,6,USWC
42.93,-124.86,14.9,289.7,9/8/2026 12:00,6,USWC
42.93,-124.8,14.3,282.1,9/8/2026 12:00,6,USWC
42.93,-124.74,12,270,9/8/2026 12:00,6,USWC
42.93,-124.68,9.2,282.5,9/8/2026 12:00,6,USWC
42.93,-124.61,11.7,290,9/8/2026 12:00,6,USWC
42.93,-124.55,8.5,315,9/8/2026 12:00,6,USWC
42.98,-125.68,11,275.2,9/8/2026 12:00,6,USWC
42.98,-125.61,16.1,299.7,9/8/2026 12:00,6,USWC
42.98,-125.55,9.5,288.4,9/8/2026 12:00,6,USWC
42.98,-125.24,8.1,299.7,9/8/2026 12:00,6,USWC
42.98,-125.11,17,298.1,9/8/2026 12:00,6,USWC
42.98,-125.05,16.6,295,9/8/2026 12:00,6,USWC
42.98,-124.99,15.7,296.6,9/8/2026 12:00,6,USWC
42.98,-124.93,21.5,291.8,9/8/2026 12:00,6,USWC
42.98,-124.86,18.7,285.5,9/8/2026 12:00,6,USWC
42.98,-124.8,16,273.6,9/8/2026 12:00,6,USWC
42.98,-124.74,18,273.2,9/8/2026 12:00,6,USWC
42.98,-124.68,12.2,279.5,9/8/2026 12:00,6,USWC
42.98,-124.61,10.8,303.7,9/8/2026 12:00,6,USWC
42.98,-124.55,9.2,12.5,9/8/2026 12:00,6,USWC
43.03,-125.68,21,295.3,9/8/2026 12:00,6,USWC
43.03,-125.61,21.5,297.8,9/8/2026 12:00,6,USWC
43.03,-125.55,22.8,307.9,9/8/2026 12:00,6,USWC
43.03,-125.49,17,315,9/8/2026 12:00,6,USWC
43.03,-125.36,10.6,318.8,9/8/2026 12:00,6,USWC
43.03,-125.3,18.6,323.7,9/8/2026 12:00,6,USWC
43.03,-125.24,18.4,319.4,9/8/2026 12:00,6,USWC
43.03,-125.18,20.6,309.1,9/8/2026 12:00,6,USWC
43.03,-125.11,13,292.6,9/8/2026 12:00,6,USWC
43.03,-125.05,6.1,260.5,9/8/2026 12:00,6,USWC
43.03,-124.99,13.9,291,9/8/2026 12:00,6,USWC
43.03,-124.93,18.7,285.5,9/8/2026 12:00,6,USWC
43.03,-124.86,24.1,274.8,9/8/2026 12:00,6,USWC
43.03,-124.8,27.1,274.2,9/8/2026 12:00,6,USWC
43.03,-124.74,27,270,9/8/2026 12:00,6,USWC
43.03,-124.68,27.2,276.3,9/8/2026 12:00,6,USWC
43.03,-124.61,21.5,291.8,9/8/2026 12:00,6,USWC
43.03,-124.55,13.3,13,9/8/2026 12:00,6,USWC
43.09,-125.68,25.6,308.7,9/8/2026 12:00,6,USWC
43.09,-125.61,26.2,310.4,9/8/2026 12:00,6,USWC
43.09,-125.55,26.2,310.4,9/8/2026 12:00,6,USWC
43.09,-125.49,18.9,302,9/8/2026 12:00,6,USWC
43.09,-125.36,13.4,333.4,9/8/2026 12:00,6,USWC
43.09,-125.3,17,331.9,9/8/2026 12:00,6,USWC
43.09,-125.24,19.4,325.5,9/8/2026 12:00,6,USWC
43.09,-125.18,15.6,309.8,9/8/2026 12:00,6,USWC
43.09,-125.11,12.5,298.6,9/8/2026 12:00,6,USWC
43.09,-125.05,14.3,282.1,9/8/2026 12:00,6,USWC
43.09,-124.99,11.7,250,9/8/2026 12:00,6,USWC
43.09,-124.93,17.1,263.3,9/8/2026 12:00,6,USWC
43.09,-124.86,22.2,262.2,9/8/2026 12:00,6,USWC
43.09,-124.8,28.1,265.9,9/8/2026 12:00,6,USWC
43.09,-124.74,32.1,273.6,9/8/2026 12:00,6,USWC
43.09,-124.68,41.8,281,9/8/2026 12:00,6,USWC
43.09,-124.61,44.6,289.7,9/8/2026 12:00,6,USWC
43.09,-124.55,34.4,305.5,9/8/2026 12:00,6,USWC
43.14,-125.61,22,309.5,9/8/2026 12:00,6,USWC
43.14,-125.55,22,309.5,9/8/2026 12:00,6,USWC
43.14,-125.49,14.4,303.7,9/8/2026 12:00,6,USWC
43.14,-125.36,14.3,335.2,9/8/2026 12:00,6,USWC
43.14,-125.3,21.5,338.2,9/8/2026 12:00,6,USWC
43.14,-125.24,20.1,333.4,9/8/2026 12:00,6,USWC
43.14,-125.18,16.3,312.5,9/8/2026 12:00,6,USWC
43.14,-125.11,14.9,289.7,9/8/2026 12:00,6,USWC
43.14,-125.05,11.4,254.7,9/8/2026 12:00,6,USWC
43.14,-124.99,13,237.5,9/8/2026 12:00,6,USWC
43.14,-124.93,13.9,239.7,9/8/2026 12:00,6,USWC
43.14,-124.86,19.6,284.7,9/8/2026 12:00,6,USWC
43.14,-124.8,33.2,285.7,9/8/2026 12:00,6,USWC
43.14,-124.74,32.3,286.2,9/8/2026 12:00,6,USWC
43.14,-124.68,38.1,283.7,9/8/2026 12:00,6,USWC
43.14,-124.61,46.8,290,9/8/2026 12:00,6,USWC
43.14,-124.55,51,295.6,9/8/2026 12:00,6,USWC
43.2,-125.61,20,323.1,9/8/2026 12:00,6,USWC
43.2,-125.55,19.1,317.1,9/8/2026 12:00,6,USWC
43.2,-125.49,18.4,310.6,9/8/2026 12:00,6,USWC
43.2,-125.36,21.1,328.6,9/8/2026 12:00,6,USWC
43.2,-125.3,17,331.9,9/8/2026 12:00,6,USWC
43.2,-125.24,24.7,328.2,9/8/2026 12:00,6,USWC
43.2,-125.18,17.5,329,9/8/2026 12:00,6,USWC
43.2,-125.11,13.6,306,9/8/2026 12:00,6,USWC
43.2,-125.05,9.8,294,9/8/2026 12:00,6,USWC
43.2,-124.99,9.5,288.4,9/8/2026 12:00,6,USWC
43.2,-124.93,10,306.9,9/8/2026 12:00,6,USWC
43.2,-124.86,17.5,301,9/8/2026 12:00,6,USWC
43.2,-124.8,23.3,301,9/8/2026 12:00,6,USWC
43.2,-124.74,33.2,291.2,9/8/2026 12:00,6,USWC
43.2,-124.68,41.8,286.7,9/8/2026 12:00,6,USWC
43.2,-124.61,49,290.3,9/8/2026 12:00,6,USWC
43.2,-124.55,64.8,289.8,9/8/2026 12:00,6,USWC
43.2,-124.49,94.9,288.4,9/8/2026 12:00,6,USWC
43.25,-125.61,17,319.8,9/8/2026 12:00,6,USWC
43.25,-125.55,17.8,308.2,9/8/2026 12:00,6,USWC
43.25,-125.49,17.7,312.7,9/8/2026 12:00,6,USWC
43.25,-125.43,17.7,317.3,9/8/2026 12:00,6,USWC
43.25,-125.36,18,326.3,9/8/2026 12:00,6,USWC
43.25,-125.3,18.8,334.8,9/8/2026 12:00,6,USWC
43.25,-125.24,21.6,346.6,9/8/2026 12:00,6,USWC
43.25,-125.18,17.1,339.4,9/8/2026 12:00,6,USWC
43.25,-125.11,15.7,333.4,9/8/2026 12:00,6,USWC
43.25,-125.05,11.2,333.4,9/8/2026 12:00,6,USWC
43.25,-124.99,8,0,9/8/2026 12:00,6,USWC
43.25,-124.93,15.1,352.4,9/8/2026 12:00,6,USWC
43.25,-124.86,18.8,334.8,9/8/2026 12:00,6,USWC
43.25,-124.8,21.4,322.6,9/8/2026 12:00,6,USWC
43.25,-124.74,22.6,315,9/8/2026 12:00,6,USWC
43.25,-124.68,29.5,298.3,9/8/2026 12:00,6,USWC
43.25,-124.61,37.2,293.8,9/8/2026 12:00,6,USWC
43.25,-124.55,44.3,295.4,9/8/2026 12:00,6,USWC
43.25,-124.49,59.2,291.8,9/8/2026 12:00,6,USWC
43.3,-125.68,23.3,316.7,9/8/2026 12:00,6,USWC
43.3,-125.61,20,306.9,9/8/2026 12:00,6,USWC
43.3,-125.55,18,303.7,9/8/2026 12:00,6,USWC
43.3,-125.49,18,303.7,9/8/2026 12:00,6,USWC
43.3,-125.43,17.5,329,9/8/2026 12:00,6,USWC
43.3,-125.36,19.2,332.1,9/8/2026 12:00,6,USWC
43.3,-125.3,20.2,339.8,9/8/2026 12:00,6,USWC
43.3,-125.24,20.4,348.7,9/8/2026 12:00,6,USWC
43.3,-125.18,18.1,6.3,9/8/2026 12:00,6,USWC
43.3,-125.11,17.1,6.7,9/8/2026 12:00,6,USWC
43.3,-125.05,11.7,20,9/8/2026 12:00,6,USWC
43.3,-124.99,14.9,19.7,9/8/2026 12:00,6,USWC
43.3,-124.93,15.3,11.3,9/8/2026 12:00,6,USWC
43.3,-124.86,16.8,17.4,9/8/2026 12:00,6,USWC
43.3,-124.8,16,3.6,9/8/2026 12:00,6,USWC
43.3,-124.74,14.3,347.9,9/8/2026 12:00,6,USWC
43.3,-124.68,23,304.4,9/8/2026 12:00,6,USWC
43.3,-124.61,24.4,305,9/8/2026 12:00,6,USWC
43.3,-124.55,25,306.9,9/8/2026 12:00,6,USWC
43.3,-124.49,34.1,301.8,9/8/2026 12:00,6,USWC
43.36,-125.68,20.9,286.7,9/8/2026 12:00,6,USWC
43.36,-125.61,22.4,296.6,9/8/2026 12:00,6,USWC
43.36,-125.55,24.7,301.8,9/8/2026 12:00,6,USWC
43.36,-125.49,17.2,305.5,9/8/2026 12:00,6,USWC
43.36,-125.43,19.2,321.3,9/8/2026 12:00,6,USWC
43.36,-125.36,20.1,333.4,9/8/2026 12:00,6,USWC
43.36,-125.3,21.6,346.6,9/8/2026 12:00,6,USWC
43.36,-125.24,25,2.3,9/8/2026 12:00,6,USWC
43.36,-125.18,21.4,10.8,9/8/2026 12:00,6,USWC
43.36,-125.11,17,40.2,9/8/2026 12:00,6,USWC
43.36,-125.05,18.4,40.6,9/8/2026 12:00,6,USWC
43.36,-124.99,19.8,45,9/8/2026 12:00,6,USWC
43.36,-124.93,19.8,45,9/8/2026 12:00,6,USWC
43.36,-124.86,19.8,45,9/8/2026 12:00,6,USWC
43.36,-124.8,18.4,40.6,9/8/2026 12:00,6,USWC
43.36,-124.74,14.9,19.7,9/8/2026 12:00,6,USWC
43.36,-124.68,13,355.6,9/8/2026 12:00,6,USWC
43.36,-124.61,16.4,322.4,9/8/2026 12:00,6,USWC
43.36,-124.55,17,319.8,9/8/2026 12:00,6,USWC
43.36,-124.49,19.1,317.1,9/8/2026 12:00,6,USWC
43.36,-124.43,18.4,315,9/8/2026 12:00,6,USWC
43.41,-125.61,22.4,296.6,9/8/2026 12:00,6,USWC
43.41,-125.55,18,303.7,9/8/2026 12:00,6,USWC
43.41,-125.49,19.8,310.9,9/8/2026 12:00,6,USWC
43.41,-125.43,24.8,319.9,9/8/2026 12:00,6,USWC
43.41,-125.3,30.1,344.6,9/8/2026 12:00,6,USWC
43.41,-125.24,26.3,8.7,9/8/2026 12:00,6,USWC
43.41,-125.18,25.5,25.6,9/8/2026 12:00,6,USWC
43.41,-125.11,26.9,31.3,9/8/2026 12:00,6,USWC
43.41,-125.05,27.5,33.1,9/8/2026 12:00,6,USWC
43.41,-124.99,25.8,35.5,9/8/2026 12:00,6,USWC
43.41,-124.93,24.1,41.6,9/8/2026 12:00,6,USWC
43.41,-124.86,22.7,48.6,9/8/2026 12:00,6,USWC
43.41,-124.8,21.9,46.8,9/8/2026 12:00,6,USWC
43.41,-124.74,17.2,35.5,9/8/2026 12:00,6,USWC
43.41,-124.68,12.4,14,9/8/2026 12:00,6,USWC
43.41,-124.61,11,354.8,9/8/2026 12:00,6,USWC
43.41,-124.55,12.6,341.6,9/8/2026 12:00,6,USWC
43.41,-124.49,15,323.1,9/8/2026 12:00,6,USWC
43.41,-124.43,17,310.2,9/8/2026 12:00,6,USWC
43.47,-125.68,15.6,315,9/8/2026 12:00,6,USWC
43.47,-125.61,16.6,327.3,9/8/2026 12:00,6,USWC
43.47,-125.55,20.6,320.9,9/8/2026 12:00,6,USWC
43.47,-125.49,22.5,327.7,9/8/2026 12:00,6,USWC
43.47,-125.43,25.1,331.4,9/8/2026 12:00,6,USWC
43.47,-125.36,31.8,331.8,9/8/2026 12:00,6,USWC
43.47,-125.3,33.5,333.4,9/8/2026 12:00,6,USWC
43.47,-125.24,30.4,350.5,9/8/2026 12:00,6,USWC
43.47,-125.18,24.4,19.2,9/8/2026 12:00,6,USWC
43.47,-125.11,29.1,26.6,9/8/2026 12:00,6,USWC
43.47,-125.05,29.2,31,9/8/2026 12:00,6,USWC
43.47,-124.99,28.7,29.2,9/8/2026 12:00,6,USWC
43.47,-124.93,26.1,32.5,9/8/2026 12:00,6,USWC
43.47,-124.86,26.2,40.4,9/8/2026 12:00,6,USWC
43.47,-124.8,22.8,28.8,9/8/2026 12:00,6,USWC
43.47,-124.74,19.2,27.9,9/8/2026 12:00,6,USWC
43.47,-124.68,14.8,28.3,9/8/2026 12:00,6,USWC
43.47,-124.61,11.7,31,9/8/2026 12:00,6,USWC
43.47,-124.55,10.8,21.8,9/8/2026 12:00,6,USWC
43.47,-124.49,13.9,339,9/8/2026 12:00,6,USWC
43.47,-124.43,16.3,317.5,9/8/2026 12:00,6,USWC
43.47,-124.36,22.7,311.4,9/8/2026 12:00,6,USWC
43.52,-125.68,17.5,329,9/8/2026 12:00,6,USWC
43.52,-125.61,20.2,327.1,9/8/2026 12:00,6,USWC
43.52,-125.55,23,325.6,9/8/2026 12:00,6,USWC
43.52,-125.49,24.2,335.6,9/8/2026 12:00,6,USWC
43.52,-125.43,29.2,337.8,9/8/2026 12:00,6,USWC
43.52,-125.36,30.9,335.1,9/8/2026 12:00,6,USWC
43.52,-125.3,27.3,336.3,9/8/2026 12:00,6,USWC
43.52,-125.24,26.5,349.1,9/8/2026 12:00,6,USWC
43.52,-125.18,28,358,9/8/2026 12:00,6,USWC
43.52,-125.11,27.8,30.3,9/8/2026 12:00,6,USWC
43.52,-125.05,24.7,31.8,9/8/2026 12:00,6,USWC
43.52,-124.99,26.3,8.7,9/8/2026 12:00,6,USWC
43.52,-124.93,28.6,12.1,9/8/2026 12:00,6,USWC
43.52,-124.86,25,16.3,9/8/2026 12:00,6,USWC
43.52,-124.8,21.5,27.8,9/8/2026 12:00,6,USWC
43.52,-124.74,20.2,32.9,9/8/2026 12:00,6,USWC
43.52,-124.68,14.1,45,9/8/2026 12:00,6,USWC
43.52,-124.61,14.4,56.3,9/8/2026 12:00,6,USWC
43.52,-124.55,13,57.5,9/8/2026 12:00,6,USWC
43.52,-124.49,12.2,35,9/8/2026 12:00,6,USWC
43.52,-124.43,9.1,6.3,9/8/2026 12:00,6,USWC
43.52,-124.36,13.9,329.7,9/8/2026 12:00,6,USWC
43.52,-124.3,14.4,326.3,9/8/2026 12:00,6,USWC
43.57,-125.68,20.6,330.9,9/8/2026 12:00,6,USWC
43.57,-125.61,19.2,332.1,9/8/2026 12:00,6,USWC
43.57,-125.55,24.7,338.6,9/8/2026 12:00,6,USWC
43.57,-125.49,31.4,337.5,9/8/2026 12:00,6,USWC
43.57,-125.43,28.2,343.5,9/8/2026 12:00,6,USWC
43.57,-125.36,25.5,348.7,9/8/2026 12:00,6,USWC
43.57,-125.3,29.5,331.7,9/8/2026 12:00,6,USWC
43.57,-125.24,37.4,325.9,9/8/2026 12:00,6,USWC
43.57,-125.18,23.2,352.6,9/8/2026 12:00,6,USWC
43.57,-125.11,21.2,19.3,9/8/2026 12:00,6,USWC
43.57,-125.05,25.1,28.6,9/8/2026 12:00,6,USWC
43.57,-124.99,23,2.5,9/8/2026 12:00,6,USWC
43.57,-124.93,24.2,7.1,9/8/2026 12:00,6,USWC
43.57,-124.86,21.8,15.9,9/8/2026 12:00,6,USWC
43.57,-124.8,22.1,18.4,9/8/2026 12:00,6,USWC
43.57,-124.74,17.2,35.5,9/8/2026 12:00,6,USWC
43.57,-124.68,11.7,70,9/8/2026 12:00,6,USWC
43.57,-124.61,14.4,56.3,9/8/2026 12:00,6,USWC
43.57,-124.55,14.9,47.7,9/8/2026 12:00,6,USWC
43.57,-124.49,12.5,28.6,9/8/2026 12:00,6,USWC
43.57,-124.43,12.2,9.5,9/8/2026 12:00,6,USWC
43.57,-124.36,13,355.6,9/8/2026 12:00,6,USWC
43.57,-124.3,11,354.8,9/8/2026 12:00,6,USWC
43.57,-124.24,13.6,342.9,9/8/2026 12:00,6,USWC
43.63,-125.74,30.2,325.8,9/8/2026 12:00,6,USWC
43.63,-125.68,21.1,328.6,9/8/2026 12:00,6,USWC
43.63,-125.61,26,337.4,9/8/2026 12:00,6,USWC
43.63,-125.55,28.5,341.6,9/8/2026 12:00,6,USWC
43.63,-125.49,26,344.4,9/8/2026 12:00,6,USWC
43.63,-125.43,31,345.1,9/8/2026 12:00,6,USWC
43.63,-125.36,24.1,355.2,9/8/2026 12:00,6,USWC
43.63,-125.3,31.4,337.5,9/8/2026 12:00,6,USWC
43.63,-125.24,28.7,330.8,9/8/2026 12:00,6,USWC
43.63,-125.18,22.4,349.7,9/8/2026 12:00,6,USWC
43.63,-125.11,20,0,9/8/2026 12:00,6,USWC
43.63,-125.05,17,45,9/8/2026 12:00,6,USWC
43.63,-124.99,20,0,9/8/2026 12:00,6,USWC
43.63,-124.93,17,356.6,9/8/2026 12:00,6,USWC
43.63,-124.86,18,3.2,9/8/2026 12:00,6,USWC
43.63,-124.8,15.2,23.2,9/8/2026 12:00,6,USWC
43.63,-124.74,14.1,45,9/8/2026 12:00,6,USWC
43.63,-124.68,12.1,65.6,9/8/2026 12:00,6,USWC
43.63,-124.61,10.8,56.3,9/8/2026 12:00,6,USWC
43.63,-124.55,12.7,45,9/8/2026 12:00,6,USWC
43.63,-124.49,12,41.6,9/8/2026 12:00,6,USWC
43.63,-124.43,11.7,20,9/8/2026 12:00,6,USWC
43.63,-124.36,15.5,345.1,9/8/2026 12:00,6,USWC
43.63,-124.3,13.6,342.9,9/8/2026 12:00,6,USWC
43.63,-124.24,9.8,336,9/8/2026 12:00,6,USWC
43.68,-125.8,23.6,323.6,9/8/2026 12:00,6,USWC
43.68,-125.74,39.4,324.3,9/8/2026 12:00,6,USWC
43.68,-125.68,37.1,332.7,9/8/2026 12:00,6,USWC
43.68,-125.61,41.8,339,9/8/2026 12:00,6,USWC
43.68,-125.55,44.6,340.3,9/8/2026 12:00,6,USWC
43.68,-125.49,39.3,345.3,9/8/2026 12:00,6,USWC
43.68,-125.43,33.2,344.3,9/8/2026 12:00,6,USWC
43.68,-125.36,29.6,348.3,9/8/2026 12:00,6,USWC
43.68,-125.3,30.4,342.8,9/8/2026 12:00,6,USWC
43.68,-125.24,26,337.4,9/8/2026 12:00,6,USWC
43.68,-125.18,20,357.1,9/8/2026 12:00,6,USWC
43.68,-125.11,18.4,12.5,9/8/2026 12:00,6,USWC
43.68,-125.05,17.5,31,9/8/2026 12:00,6,USWC
43.68,-124.99,20.1,5.7,9/8/2026 12:00,6,USWC
43.68,-124.93,15,3.8,9/8/2026 12:00,6,USWC
43.68,-124.86,12.4,14,9/8/2026 12:00,6,USWC
43.68,-124.8,11.3,45,9/8/2026 12:00,6,USWC
43.68,-124.74,10,36.9,9/8/2026 12:00,6,USWC
43.68,-124.68,15.3,31.6,9/8/2026 12:00,6,USWC
43.68,-124.61,10,36.9,9/8/2026 12:00,6,USWC
43.68,-124.55,11.4,37.9,9/8/2026 12:00,6,USWC
43.68,-124.49,8.6,35.5,9/8/2026 12:00,6,USWC
43.68,-124.43,10.2,11.3,9/8/2026 12:00,6,USWC
43.68,-124.36,11.2,349.7,9/8/2026 12:00,6,USWC
43.68,-124.3,8.5,339.4,9/8/2026 12:00,6,USWC
43.74,-125.61,53.7,335.8,9/8/2026 12:00,6,USWC
43.74,-125.55,56.3,340.3,9/8/2026 12:00,6,USWC
43.74,-125.49,40.9,338.5,9/8/2026 12:00,6,USWC
43.74,-125.43,37.6,334.8,9/8/2026 12:00,6,USWC
43.74,-125.36,33.2,338.8,9/8/2026 12:00,6,USWC
43.74,-125.3,24.2,321.7,9/8/2026 12:00,6,USWC
43.74,-125.24,29.2,322,9/8/2026 12:00,6,USWC
43.74,-125.18,15.7,333.4,9/8/2026 12:00,6,USWC
43.74,-125.11,16.3,10.6,9/8/2026 12:00,6,USWC
43.74,-125.05,12.8,51.3,9/8/2026 12:00,6,USWC
43.74,-124.99,14.6,15.9,9/8/2026 12:00,6,USWC
43.74,-124.93,17,0,9/8/2026 12:00,6,USWC
43.74,-124.86,13,4.4,9/8/2026 12:00,6,USWC
43.74,-124.8,12.1,24.4,9/8/2026 12:00,6,USWC
43.74,-124.74,16.6,32.7,9/8/2026 12:00,6,USWC
43.74,-124.68,17.2,35.5,9/8/2026 12:00,6,USWC
43.74,-124.61,13.9,30.3,9/8/2026 12:00,6,USWC
43.74,-124.55,13,22.6,9/8/2026 12:00,6,USWC
43.74,-124.49,7.3,15.9,9/8/2026 12:00,6,USWC
43.74,-124.43,11,0,9/8/2026 12:00,6,USWC
43.74,-124.36,9.8,336,9/8/2026 12:00,6,USWC
43.74,-124.3,9.1,276.3,9/8/2026 12:00,6,USWC
43.79,-125.61,56.1,338,9/8/2026 12:00,6,USWC
43.79,-125.55,43,335.2,9/8/2026 12:00,6,USWC
43.79,-125.49,33.3,327.3,9/8/2026 12:00,6,USWC
43.79,-125.43,24.8,313.4,9/8/2026 12:00,6,USWC
43.79,-125.36,24,315,9/8/2026 12:00,6,USWC
43.79,-125.3,15.8,288.4,9/8/2026 12:00,6,USWC
43.79,-125.24,15,273.8,9/8/2026 12:00,6,USWC
43.79,-125.18,5.4,291.8,9/8/2026 12:00,6,USWC
43.79,-125.11,0,90,9/8/2026 12:00,6,USWC
43.79,-125.05,12.8,38.7,9/8/2026 12:00,6,USWC
43.79,-124.99,17.3,10,9/8/2026 12:00,6,USWC
43.79,-124.93,18,3.2,9/8/2026 12:00,6,USWC
43.79,-124.86,16.3,10.6,9/8/2026 12:00,6,USWC
43.79,-124.8,14.9,19.7,9/8/2026 12:00,6,USWC
43.79,-124.74,15.8,34.7,9/8/2026 12:00,6,USWC
43.79,-124.68,16.4,37.6,9/8/2026 12:00,6,USWC
43.79,-124.61,16.6,25,9/8/2026 12:00,6,USWC
43.79,-124.55,14.9,19.7,9/8/2026 12:00,6,USWC
43.79,-124.49,8,0,9/8/2026 12:00,6,USWC
43.79,-124.43,14,0,9/8/2026 12:00,6,USWC
43.79,-124.36,10.8,326.3,9/8/2026 12:00,6,USWC
43.79,-124.3,17,266.6,9/8/2026 12:00,6,USWC
43.84,-125.74,57.3,343.8,9/8/2026 12:00,6,USWC
43.84,-125.68,44.8,336.3,9/8/2026 12:00,6,USWC
43.84,-125.61,37.7,328,9/8/2026 12:00,6,USWC
43.84,-125.55,34.1,328.2,9/8/2026 12:00,6,USWC
43.84,-125.49,26.4,307.3,9/8/2026 12:00,6,USWC
43.84,-125.43,24.2,294.4,9/8/2026 12:00,6,USWC
43.84,-125.36,20.9,253.3,9/8/2026 12:00,6,USWC
43.84,-125.3,20,267.1,9/8/2026 12:00,6,USWC
43.84,-125.24,16.1,277.1,9/8/2026 12:00,6,USWC
43.84,-125.18,12,274.8,9/8/2026 12:00,6,USWC
43.84,-125.11,14.1,351.9,9/8/2026 12:00,6,USWC
43.84,-125.05,14.6,15.9,9/8/2026 12:00,6,USWC
43.84,-124.99,19.1,6,9/8/2026 12:00,6,USWC
43.84,-124.93,18,3.2,9/8/2026 12:00,6,USWC
43.84,-124.86,17,3.4,9/8/2026 12:00,6,USWC
43.84,-124.8,15.5,14.9,9/8/2026 12:00,6,USWC
43.84,-124.74,15.8,34.7,9/8/2026 12:00,6,USWC
43.84,-124.68,18.9,32,9/8/2026 12:00,6,USWC
43.84,-124.61,19.2,27.9,9/8/2026 12:00,6,USWC
43.84,-124.55,15.5,14.9,9/8/2026 12:00,6,USWC
43.84,-124.49,15,356.2,9/8/2026 12:00,6,USWC
43.84,-124.43,14.9,340.3,9/8/2026 12:00,6,USWC
43.84,-124.36,15,306.9,9/8/2026 12:00,6,USWC
43.84,-124.3,31,268.2,9/8/2026 12:00,6,USWC
43.9,-125.86,53.2,354.6,9/8/2026 12:00,6,USWC
43.9,-125.8,64,350.1,9/8/2026 12:00,6,USWC
43.9,-125.74,57.3,343.8,9/8/2026 12:00,6,USWC
43.9,-125.68,50,340.1,9/8/2026 12:00,6,USWC
43.9,-125.61,30.9,330.9,9/8/2026 12:00,6,USWC
43.9,-125.55,24.7,301.8,9/8/2026 12:00,6,USWC
43.9,-125.49,22.6,282.8,9/8/2026 12:00,6,USWC
43.9,-125.43,24,270,9/8/2026 12:00,6,USWC
43.9,-125.36,23.8,247.8,9/8/2026 12:00,6,USWC
43.9,-125.3,21.6,256.6,9/8/2026 12:00,6,USWC
43.9,-125.24,19.9,287.5,9/8/2026 12:00,6,USWC
43.9,-125.18,17.7,312.7,9/8/2026 12:00,6,USWC
43.9,-125.11,20.6,330.9,9/8/2026 12:00,6,USWC
43.9,-125.05,20.4,348.7,9/8/2026 12:00,6,USWC
43.9,-124.99,24,343.1,9/8/2026 12:00,6,USWC
43.9,-124.93,23.8,345.4,9/8/2026 12:00,6,USWC
