lat,lon,speed (cm/s),direction (deg),acquired,resolution (km),origin
45.57,-124.99,19.1,222.9,9/8/2026 12:00,6,USWC
45.57,-124.93,22.7,228.6,9/8/2026 12:00,6,USWC
45.57,-124.86,24.8,226.6,9/8/2026 12:00,6,USWC
45.57,-124.8,25.5,228.2,9/8/2026 12:00,6,USWC
45.57,-124.74,23.3,223.3,9/8/2026 12:00,6,USWC
45.57,-124.68,22,210.1,9/8/2026 12:00,6,USWC
45.57,-124.61,21.5,201.8,9/8/2026 12:00,6,USWC
45.57,-124.55,21.8,195.9,9/8/2026 12:00,6,USWC
45.57,-124.49,19.7,204,9/8/2026 12:00,6,USWC
45.57,-124.43,15.8,235.3,9/8/2026 12:00,6,USWC
45.57,-124.36,18.4,240.6,9/8/2026 12:00,6,USWC
45.57,-124.3,21.9,245.8,9/8/2026 12:00,6,USWC
45.57,-124.24,22.1,264.8,9/8/2026 12:00,6,USWC
45.57,-124.18,20,267.1,9/8/2026 12:00,6,USWC
45.57,-124.11,18.1,276.3,9/8/2026 12:00,6,USWC
45.57,-124.05,16.5,284,9/8/2026 12:00,6,USWC
45.57,-123.99,16.8,287.4,9/8/2026 12:00,6,USWC
45.62,-125.61,27.9,165.5,9/8/2026 12:00,6,USWC
45.62,-125.55,32,165.5,9/8/2026 12:00,6,USWC
45.62,-125.49,35.4,163.6,9/8/2026 12:00,6,USWC
45.62,-125.43,30.1,158.6,9/8/2026 12:00,6,USWC
45.62,-125.36,5,126.9,9/8/2026 12:00,6,USWC
45.62,-125.3,9.4,148,9/8/2026 12:00,6,USWC
45.62,-125.24,9.5,161.6,9/8/2026 12:00,6,USWC
45.62,-125.18,4,180,9/8/2026 12:00,6,USWC
45.62,-125.11,7.6,203.2,9/8/2026 12:00,6,USWC
45.62,-125.05,9.2,229.4,9/8/2026 12:00,6,USWC
45.62,-124.99,17,229.8,9/8/2026 12:00,6,USWC
45.62,-124.93,20.8,234.8,9/8/2026 12:00,6,USWC
45.62,-124.86,20.8,234.8,9/8/2026 12:00,6,USWC
45.62,-124.8,21.9,226.8,9/8/2026 12:00,6,USWC
45.62,-124.74,22.7,221.4,9/8/2026 12:00,6,USWC
45.62,-124.68,21.6,213.7,9/8/2026 12:00,6,USWC
45.62,-124.61,18.8,205.2,9/8/2026 12:00,6,USWC
45.62,-124.55,19,198.4,9/8/2026 12:00,6,USWC
45.62,-124.49,21.5,201.8,9/8/2026 12:00,6,USWC
45.62,-124.43,16.3,227.5,9/8/2026 12:00,6,USWC
45.62,-124.36,18.4,247.6,9/8/2026 12:00,6,USWC
45.62,-124.3,23.4,250,9/8/2026 12:00,6,USWC
45.62,-124.24,25.2,263.2,9/8/2026 12:00,6,USWC
45.62,-124.18,23.8,284.6,9/8/2026 12:00,6,USWC
45.62,-124.11,22.5,290.9,9/8/2026 12:00,6,USWC
45.62,-124.05,21.5,291.8,9/8/2026 12:00,6,USWC
45.68,-125.55,31.8,167.3,9/8/2026 12:00,6,USWC
45.68,-125.49,35.9,167.1,9/8/2026 12:00,6,USWC
45.68,-125.43,15.3,148.4,9/8/2026 12:00,6,USWC
45.68,-125.36,10.6,131.2,9/8/2026 12:00,6,USWC
45.68,-125.3,10.3,150.9,9/8/2026 12:00,6,USWC
45.68,-125.24,6.3,161.6,9/8/2026 12:00,6,USWC
45.68,-125.18,9.1,186.3,9/8/2026 12:00,6,USWC
45.68,-125.11,11.7,200,9/8/2026 12:00,6,USWC
45.68,-125.05,12,228.4,9/8/2026 12:00,6,USWC
45.68,-124.99,17.2,234.5,9/8/2026 12:00,6,USWC
45.68,-124.93,18.4,247.6,9/8/2026 12:00,6,USWC
45.68,-124.86,21.6,236.3,9/8/2026 12:00,6,USWC
45.68,-124.8,22.6,225,9/8/2026 12:00,6,USWC
45.68,-124.74,19.8,229.1,9/8/2026 12:00,6,USWC
45.68,-124.68,17.7,227.3,9/8/2026 12:00,6,USWC
45.68,-124.61,15.8,214.7,9/8/2026 12:00,6,USWC
45.68,-124.55,17.5,203.6,9/8/2026 12:00,6,USWC
45.68,-124.49,14.4,213.7,9/8/2026 12:00,6,USWC
45.68,-124.43,16.3,222.5,9/8/2026 12:00,6,USWC
45.68,-124.36,16.1,240.3,9/8/2026 12:00,6,USWC
45.68,-124.3,22.8,241.2,9/8/2026 12:00,6,USWC
45.68,-124.24,29.1,243.4,9/8/2026 12:00,6,USWC
45.68,-124.18,23.2,262.6,9/8/2026 12:00,6,USWC
45.73,-125.49,26.9,164.9,9/8/2026 12:00,6,USWC
45.73,-125.43,23.1,162.3,9/8/2026 12:00,6,USWC
45.73,-125.36,11.7,149,9/8/2026 12:00,6,USWC
45.73,-125.3,13,157.4,9/8/2026 12:00,6,USWC
45.73,-125.24,11.2,169.7,9/8/2026 12:00,6,USWC
45.73,-125.18,20.1,185.7,9/8/2026 12:00,6,USWC
45.73,-125.11,19.9,197.5,9/8/2026 12:00,6,USWC
45.73,-125.05,19.2,218.7,9/8/2026 12:00,6,USWC
45.73,-124.99,22.6,225,9/8/2026 12:00,6,USWC
45.73,-124.93,25.5,228.2,9/8/2026 12:00,6,USWC
45.73,-124.86,24.8,226.6,9/8/2026 12:00,6,USWC
45.73,-124.8,16.3,259.4,9/8/2026 12:00,6,USWC
45.73,-124.74,14,265.9,9/8/2026 12:00,6,USWC
45.73,-124.68,13,247.4,9/8/2026 12:00,6,USWC
45.73,-124.61,9.4,238,9/8/2026 12:00,6,USWC
45.73,-124.55,14.8,208.3,9/8/2026 12:00,6,USWC
45.73,-124.49,16.2,201.8,9/8/2026 12:00,6,USWC
45.73,-124.43,18,199.4,9/8/2026 12:00,6,USWC
45.73,-124.36,22,210.1,9/8/2026 12:00,6,USWC
45.73,-124.3,25.5,228.2,9/8/2026 12:00,6,USWC
45.73,-124.24,36.1,228.4,9/8/2026 12:00,6,USWC
45.73,-124.18,36.4,232.8,9/8/2026 12:00,6,USWC
45.78,-125.55,26.2,173.4,9/8/2026 12:00,6,USWC
45.78,-125.49,24.3,170.5,9/8/2026 12:00,6,USWC
45.78,-125.43,28.2,173.9,9/8/2026 12:00,6,USWC
45.78,-125.36,23.2,172.6,9/8/2026 12:00,6,USWC
45.78,-125.3,23.2,172.6,9/8/2026 12:00,6,USWC
45.78,-125.24,24,177.6,9/8/2026 12:00,6,USWC
45.78,-125.18,25,182.3,9/8/2026 12:00,6,USWC
45.78,-125.11,25,196.3,9/8/2026 12:00,6,USWC
45.78,-125.05,24.7,211.8,9/8/2026 12:00,6,USWC
45.78,-124.99,27.7,220.6,9/8/2026 12:00,6,USWC
45.78,-124.93,29,223.6,9/8/2026 12:00,6,USWC
45.78,-124.86,27.7,229.4,9/8/2026 12:00,6,USWC
45.78,-124.8,20.6,247.2,9/8/2026 12:00,6,USWC
45.78,-124.74,12.4,284,9/8/2026 12:00,6,USWC
45.78,-124.68,8,270,9/8/2026 12:00,6,USWC
45.78,-124.61,6.4,231.3,9/8/2026 12:00,6,USWC
45.78,-124.55,10.2,191.3,9/8/2026 12:00,6,USWC
45.78,-124.49,14.1,171.9,9/8/2026 12:00,6,USWC
45.78,-124.43,14,175.9,9/8/2026 12:00,6,USWC
45.78,-124.36,10.2,191.3,9/8/2026 12:00,6,USWC
45.78,-124.3,11.7,211,9/8/2026 12:00,6,USWC
45.78,-124.24,17,225,9/8/2026 12:00,6,USWC
45.78,-124.18,22,239.9,9/8/2026 12:00,6,USWC
45.84,-125.61,18,176.8,9/8/2026 12:00,6,USWC
45.84,-125.55,17.1,173.3,9/8/2026 12:00,6,USWC
45.84,-125.49,24,177.6,9/8/2026 12:00,6,USWC
45.84,-125.43,23,177.5,9/8/2026 12:00,6,USWC
45.84,-125.36,20,177.1,9/8/2026 12:00,6,USWC
45.84,-125.3,19,177,9/8/2026 12:00,6,USWC
45.84,-125.24,23,180,9/8/2026 12:00,6,USWC
45.84,-125.18,25.5,191.3,9/8/2026 12:00,6,USWC
45.84,-125.11,26.9,201.8,9/8/2026 12:00,6,USWC
45.84,-125.05,26.6,214.3,9/8/2026 12:00,6,USWC
45.84,-124.99,27.7,220.6,9/8/2026 12:00,6,USWC
45.84,-124.93,27.6,226.5,9/8/2026 12:00,6,USWC
45.84,-124.86,27.6,226.5,9/8/2026 12:00,6,USWC
45.84,-124.8,22.5,237.7,9/8/2026 12:00,6,USWC
45.84,-124.74,11,270,9/8/2026 12:00,6,USWC
45.84,-124.68,5,270,9/8/2026 12:00,6,USWC
45.84,-124.61,1.4,225,9/8/2026 12:00,6,USWC
45.84,-124.55,12.4,166,9/8/2026 12:00,6,USWC
45.84,-124.49,18.7,164.5,9/8/2026 12:00,6,USWC
45.84,-124.43,22,177.4,9/8/2026 12:00,6,USWC
45.84,-124.36,12,138.4,9/8/2026 12:00,6,USWC
45.84,-124.3,5.8,121,9/8/2026 12:00,6,USWC
45.84,-124.24,8.6,54.5,9/8/2026 12:00,6,USWC
45.84,-124.18,14.2,39.3,9/8/2026 12:00,6,USWC
45.89,-125.68,5.1,191.3,9/8/2026 12:00,6,USWC
45.89,-125.61,7.1,171.9,9/8/2026 12:00,6,USWC
45.89,-125.55,12,175.2,9/8/2026 12:00,6,USWC
45.89,-125.49,14,175.9,9/8/2026 12:00,6,USWC
45.89,-125.43,20.1,185.7,9/8/2026 12:00,6,USWC
45.89,-125.36,17,183.4,9/8/2026 12:00,6,USWC
45.89,-125.3,16.1,187.1,9/8/2026 12:00,6,USWC
45.89,-125.24,22.4,190.3,9/8/2026 12:00,6,USWC
45.89,-125.18,27.5,199.1,9/8/2026 12:00,6,USWC
45.89,-125.11,27.8,210.3,9/8/2026 12:00,6,USWC
45.89,-125.05,27.2,216,9/8/2026 12:00,6,USWC
45.89,-124.99,26.2,220.4,9/8/2026 12:00,6,USWC
45.89,-124.93,26.2,226.5,9/8/2026 12:00,6,USWC
45.89,-124.86,26.2,229.6,9/8/2026 12:00,6,USWC
45.89,-124.8,22.8,232.1,9/8/2026 12:00,6,USWC
45.89,-124.74,15.8,235.3,9/8/2026 12:00,6,USWC
45.89,-124.68,6.4,231.3,9/8/2026 12:00,6,USWC
45.89,-124.61,13.2,188.7,9/8/2026 12:00,6,USWC
45.89,-124.55,12.5,151.4,9/8/2026 12:00,6,USWC
45.89,-124.49,20.2,171.5,9/8/2026 12:00,6,USWC
45.89,-124.43,18.4,157.6,9/8/2026 12:00,6,USWC
45.89,-124.36,11.7,121,9/8/2026 12:00,6,USWC
45.89,-124.3,18.8,64.8,9/8/2026 12:00,6,USWC
45.89,-124.24,20.6,50.9,9/8/2026 12:00,6,USWC
45.89,-124.18,33.2,46.2,9/8/2026 12:00,6,USWC
45.89,-124.11,35.4,45,9/8/2026 12:00,6,USWC
45.89,-124.05,29.7,42.3,9/8/2026 12:00,6,USWC
45.95,-125.74,4.2,315,9/8/2026 12:00,6,USWC
45.95,-125.68,6.3,198.4,9/8/2026 12:00,6,USWC
45.95,-125.61,12.2,189.5,9/8/2026 12:00,6,USWC
45.95,-125.55,13.2,188.7,9/8/2026 12:00,6,USWC
45.95,-125.49,15.3,191.3,9/8/2026 12:00,6,USWC
45.95,-125.43,15.5,194.9,9/8/2026 12:00,6,USWC
45.95,-125.36,13.9,201,9/8/2026 12:00,6,USWC
45.95,-125.3,12.5,208.6,9/8/2026 12:00,6,USWC
45.95,-125.24,24.2,204.4,9/8/2026 12:00,6,USWC
45.95,-125.18,27.8,210.3,9/8/2026 12:00,6,USWC
45.95,-125.11,28,214.8,9/8/2026 12:00,6,USWC
45.95,-125.05,27,219,9/8/2026 12:00,6,USWC
45.95,-124.99,25.5,221.8,9/8/2026 12:00,6,USWC
45.95,-124.93,23.3,223.3,9/8/2026 12:00,6,USWC
45.95,-124.86,23.3,226.7,9/8/2026 12:00,6,USWC
45.95,-124.8,23.3,223.3,9/8/2026 12:00,6,USWC
45.95,-124.74,25,216.9,9/8/2026 12:00,6,USWC
45.95,-124.68,36.2,208,9/8/2026 12:00,6,USWC
45.95,-124.61,35.8,203,9/8/2026 12:00,6,USWC
45.95,-124.55,32,194.5,9/8/2026 12:00,6,USWC
45.95,-124.49,29.3,187.9,9/8/2026 12:00,6,USWC
45.95,-124.43,17.7,163.6,9/8/2026 12:00,6,USWC
45.95,-124.36,10.6,131.2,9/8/2026 12:00,6,USWC
45.95,-124.3,7.1,81.9,9/8/2026 12:00,6,USWC
45.95,-124.24,31.8,46.3,9/8/2026 12:00,6,USWC
45.95,-124.18,43.1,44.1,9/8/2026 12:00,6,USWC
45.95,-124.11,25.9,27.6,9/8/2026 12:00,6,USWC
45.95,-124.05,25.8,305.5,9/8/2026 12:00,6,USWC
46,-125.68,11.7,211,9/8/2026 12:00,6,USWC
46,-125.61,15.2,203.2,9/8/2026 12:00,6,USWC
46,-125.55,16.6,205,9/8/2026 12:00,6,USWC
46,-125.49,17.5,203.6,9/8/2026 12:00,6,USWC
46,-125.43,19.2,207.9,9/8/2026 12:00,6,USWC
46,-125.36,24.4,215,9/8/2026 12:00,6,USWC
46,-125.3,28,214.8,9/8/2026 12:00,6,USWC
46,-125.24,29.1,220.8,9/8/2026 12:00,6,USWC
46,-125.18,29.1,220.8,9/8/2026 12:00,6,USWC
46,-125.11,29.1,220.8,9/8/2026 12:00,6,USWC
46,-125.05,27.6,223.5,9/8/2026 12:00,6,USWC
46,-124.99,25.5,225,9/8/2026 12:00,6,USWC
46,-124.93,24,225,9/8/2026 12:00,6,USWC
46,-124.86,23.3,226.7,9/8/2026 12:00,6,USWC
46,-124.8,24.8,220.1,9/8/2026 12:00,6,USWC
46,-124.74,26.6,214.3,9/8/2026 12:00,6,USWC
46,-124.68,31.8,208.2,9/8/2026 12:00,6,USWC
46,-124.61,39.4,204,9/8/2026 12:00,6,USWC
46,-124.55,37.3,200.4,9/8/2026 12:00,6,USWC
46,-124.49,25.1,184.6,9/8/2026 12:00,6,USWC
46,-124.43,15.2,156.8,9/8/2026 12:00,6,USWC
46,-124.36,9.2,139.4,9/8/2026 12:00,6,USWC
46,-124.3,3.6,56.3,9/8/2026 12:00,6,USWC
46,-124.24,14.9,289.7,9/8/2026 12:00,6,USWC
46,-124.18,33.2,276.9,9/8/2026 12:00,6,USWC
46,-124.11,49.1,273.5,9/8/2026 12:00,6,USWC
46.05,-125.8,9.9,315,9/8/2026 12:00,6,USWC
46.05,-125.74,7.8,309.8,9/8/2026 12:00,6,USWC
46.05,-125.68,10,233.1,9/8/2026 12:00,6,USWC
46.05,-125.61,14.2,219.3,9/8/2026 12:00,6,USWC
46.05,-125.55,19.4,214.5,9/8/2026 12:00,6,USWC
46.05,-125.49,23,214.4,9/8/2026 12:00,6,USWC
46.05,-125.43,24.2,218.3,9/8/2026 12:00,6,USWC
46.05,-125.36,25.5,225,9/8/2026 12:00,6,USWC
46.05,-125.3,27,231,9/8/2026 12:00,6,USWC
46.05,-125.24,27.7,229.4,9/8/2026 12:00,6,USWC
46.05,-125.18,31.8,226.3,9/8/2026 12:00,6,USWC
46.05,-125.11,29.7,227.7,9/8/2026 12:00,6,USWC
46.05,-125.05,30.5,229,9/8/2026 12:00,6,USWC
46.05,-124.99,28.3,227.9,9/8/2026 12:00,6,USWC
46.05,-124.93,28.3,227.9,9/8/2026 12:00,6,USWC
46.05,-124.86,28.3,225,9/8/2026 12:00,6,USWC
46.05,-124.8,29.1,220.8,9/8/2026 12:00,6,USWC
46.05,-124.74,33.6,210.4,9/8/2026 12:00,6,USWC
46.05,-124.68,35.4,208.7,9/8/2026 12:00,6,USWC
46.05,-124.61,34,204.3,9/8/2026 12:00,6,USWC
46.05,-124.55,31.6,198.4,9/8/2026 12:00,6,USWC
46.05,-124.49,24.5,191.8,9/8/2026 12:00,6,USWC
46.05,-124.43,14.1,171.9,9/8/2026 12:00,6,USWC
46.05,-124.36,6.1,99.5,9/8/2026 12:00,6,USWC
46.05,-124.3,6.4,308.7,9/8/2026 12:00,6,USWC
46.05,-124.24,22.1,288.4,9/8/2026 12:00,6,USWC
46.05,-124.18,51.1,273.4,9/8/2026 12:00,6,USWC
46.05,-124.11,82.1,267.2,9/8/2026 12:00,6,USWC
46.11,-125.74,7.6,293.2,9/8/2026 12:00,6,USWC
46.11,-125.68,11.2,243.4,9/8/2026 12:00,6,USWC
46.11,-125.61,15.6,230.2,9/8/2026 12:00,6,USWC
46.11,-125.55,21.3,221.2,9/8/2026 12:00,6,USWC
46.11,-125.49,22.6,225,9/8/2026 12:00,6,USWC
46.11,-125.43,24.2,231.7,9/8/2026 12:00,6,USWC
46.11,-125.36,26.6,235.7,9/8/2026 12:00,6,USWC
46.11,-125.3,26.9,238.7,9/8/2026 12:00,6,USWC
46.11,-125.24,30.2,235.8,9/8/2026 12:00,6,USWC
46.11,-125.18,30.2,235.8,9/8/2026 12:00,6,USWC
46.11,-125.11,30.2,235.8,9/8/2026 12:00,6,USWC
46.11,-125.05,32.2,233.8,9/8/2026 12:00,6,USWC
46.11,-124.99,31.1,236.8,9/8/2026 12:00,6,USWC
46.11,-124.93,30.8,234.2,9/8/2026 12:00,6,USWC
46.11,-124.86,31.1,227.6,9/8/2026 12:00,6,USWC
46.11,-124.8,29.7,222.3,9/8/2026 12:00,6,USWC
46.11,-124.74,33.6,216.5,9/8/2026 12:00,6,USWC
46.11,-124.68,34.9,207.3,9/8/2026 12:00,6,USWC
46.11,-124.61,32.2,205.8,9/8/2026 12:00,6,USWC
46.11,-124.55,26,202.6,9/8/2026 12:00,6,USWC
46.11,-124.49,22.1,198.4,9/8/2026 12:00,6,USWC
46.11,-124.43,13.9,201,9/8/2026 12:00,6,USWC
46.11,-124.36,2.2,243.4,9/8/2026 12:00,6,USWC
46.11,-124.3,11.4,322.1,9/8/2026 12:00,6,USWC
46.11,-124.24,44,268.7,9/8/2026 12:00,6,USWC
46.11,-124.18,72.1,267.6,9/8/2026 12:00,6,USWC
46.11,-124.11,89.1,266.8,9/8/2026 12:00,6,USWC
46.16,-125.86,27,219,9/8/2026 12:00,6,USWC
46.16,-125.8,26.4,217.3,9/8/2026 12:00,6,USWC
46.16,-125.74,19.8,229.1,9/8/2026 12:00,6,USWC
46.16,-125.68,19.1,227.1,9/8/2026 12:00,6,USWC
46.16,-125.61,16.4,232.4,9/8/2026 12:00,6,USWC
46.16,-125.55,19.2,231.3,9/8/2026 12:00,6,USWC
46.16,-125.49,24.1,228.4,9/8/2026 12:00,6,USWC
46.16,-125.43,25.8,234.5,9/8/2026 12:00,6,USWC
46.16,-125.36,26.9,238.7,9/8/2026 12:00,6,USWC
46.16,-125.3,31.9,237.8,9/8/2026 12:00,6,USWC
46.16,-125.24,31.9,237.8,9/8/2026 12:00,6,USWC
46.16,-125.18,32.2,240.3,9/8/2026 12:00,6,USWC
46.16,-125.11,31.3,243.4,9/8/2026 12:00,6,USWC
46.16,-125.05,30.4,242.6,9/8/2026 12:00,6,USWC
46.16,-124.99,30.9,240.9,9/8/2026 12:00,6,USWC
46.16,-124.93,30.5,238.4,9/8/2026 12:00,6,USWC
46.16,-124.86,31.4,232.8,9/8/2026 12:00,6,USWC
46.16,-124.8,30.4,223.7,9/8/2026 12:00,6,USWC
46.16,-124.74,31.4,217.2,9/8/2026 12:00,6,USWC
46.16,-124.68,29.7,212.6,9/8/2026 12:00,6,USWC
46.16,-124.61,25.6,210.6,9/8/2026 12:00,6,USWC
46.16,-124.55,21.1,211.4,9/8/2026 12:00,6,USWC
46.16,-124.49,14.3,204.8,9/8/2026 12:00,6,USWC
46.16,-124.43,11.4,232.1,9/8/2026 12:00,6,USWC
46.16,-124.36,12.4,284,9/8/2026 12:00,6,USWC
46.16,-124.3,22.8,293.2,9/8/2026 12:00,6,USWC
46.16,-124.24,43.4,277.9,9/8/2026 12:00,6,USWC
46.16,-124.18,67,271.7,9/8/2026 12:00,6,USWC
46.16,-124.11,82,269.3,9/8/2026 12:00,6,USWC
46.22,-125.86,26.9,225,9/8/2026 12:00,6,USWC
46.22,-125.8,24,225,9/8/2026 12:00,6,USWC
46.22,-125.74,21.3,228.8,9/8/2026 12:00,6,USWC
46.22,-125.68,18.6,233.7,9/8/2026 12:00,6,USWC
46.22,-125.61,17.5,239,9/8/2026 12:00,6,USWC
46.22,-125.55,18.4,240.6,9/8/2026 12:00,6,USWC
46.22,-125.49,21.5,242.2,9/8/2026 12:00,6,USWC
46.22,-125.43,21.9,245.8,9/8/2026 12:00,6,USWC
46.22,-125.36,28.6,245.2,9/8/2026 12:00,6,USWC
46.22,-125.3,31.8,241.8,9/8/2026 12:00,6,USWC
46.22,-125.24,33.1,241.1,9/8/2026 12:00,6,USWC
46.22,-125.18,32.6,242.7,9/8/2026 12:00,6,USWC
46.22,-125.11,31.8,245.9,9/8/2026 12:00,6,USWC
46.22,-125.05,31.8,245.9,9/8/2026 12:00,6,USWC
46.22,-124.99,31.4,247.5,9/8/2026 12:00,6,USWC
46.22,-124.93,29.1,243.4,9/8/2026 12:00,6,USWC
46.22,-124.86,29.4,234.7,9/8/2026 12:00,6,USWC
46.22,-124.8,28.3,227.9,9/8/2026 12:00,6,USWC
46.22,-124.74,27,219,9/8/2026 12:00,6,USWC
46.22,-124.68,24.4,215,9/8/2026 12:00,6,USWC
46.22,-124.61,18.9,212,9/8/2026 12:00,6,USWC
46.22,-124.55,12.6,198.4,9/8/2026 12:00,6,USWC
46.22,-124.49,6.4,218.7,9/8/2026 12:00,6,USWC
46.22,-124.43,7.3,285.9,9/8/2026 12:00,6,USWC
46.22,-124.36,17.7,312.7,9/8/2026 12:00,6,USWC
46.22,-124.3,34.4,295.8,9/8/2026 12:00,6,USWC
46.22,-124.24,55.3,282.5,9/8/2026 12:00,6,USWC
46.22,-124.18,77.2,273.7,9/8/2026 12:00,6,USWC
46.22,-124.11,95,268.2,9/8/2026 12:00,6,USWC
46.27,-125.92,13,265.6,9/8/2026 12:00,6,USWC
46.27,-125.86,23.3,239,9/8/2026 12:00,6,USWC
46.27,-125.8,21.6,236.3,9/8/2026 12:00,6,USWC
46.27,-125.74,19.4,235.5,9/8/2026 12:00,6,USWC
46.27,-125.68,17.5,239,9/8/2026 12:00,6,USWC
46.27,-125.61,16.2,248.2,9/8/2026 12:00,6,USWC
46.27,-125.55,16.8,252.6,9/8/2026 12:00,6,USWC
46.27,-125.49,20.1,243.4,9/8/2026 12:00,6,USWC
46.27,-125.43,21.2,250.7,9/8/2026 12:00,6,USWC
46.27,-125.36,26,247.4,9/8/2026 12:00,6,USWC
46.27,-125.3,29.2,247.8,9/8/2026 12:00,6,USWC
46.27,-125.24,31.8,245.9,9/8/2026 12:00,6,USWC
46.27,-125.18,33.6,247.2,9/8/2026 12:00,6,USWC
46.27,-125.11,32.9,250.5,9/8/2026 12:00,6,USWC
46.27,-125.05,31,249.2,9/8/2026 12:00,6,USWC
46.27,-124.99,30.1,248.6,9/8/2026 12:00,6,USWC
46.27,-124.93,27.3,246.3,9/8/2026 12:00,6,USWC
46.27,-124.86,25.8,234.5,9/8/2026 12:00,6,USWC
46.27,-124.8,24.1,228.4,9/8/2026 12:00,6,USWC
46.27,-124.74,22.7,221.4,9/8/2026 12:00,6,USWC
46.27,-124.68,19.4,214.5,9/8/2026 12:00,6,USWC
46.27,-124.61,13.6,197.1,9/8/2026 12:00,6,USWC
46.27,-124.55,8.1,187.1,9/8/2026 12:00,6,USWC
46.27,-124.49,4,270,9/8/2026 12:00,6,USWC
46.27,-124.43,11.3,315,9/8/2026 12:00,6,USWC
46.27,-124.36,25.8,305.5,9/8/2026 12:00,6,USWC
46.27,-124.3,39.4,297.2,9/8/2026 12:00,6,USWC
46.27,-124.24,49.4,291.4,9/8/2026 12:00,6,USWC
46.27,-124.18,59.9,284.5,9/8/2026 12:00,6,USWC
46.27,-124.11,73.6,277,9/8/2026 12:00,6,USWC
46.32,-125.92,12.2,305,9/8/2026 12:00,6,USWC
46.32,-125.86,17.5,246.4,9/8/2026 12:00,6,USWC
46.32,-125.8,18.8,244.8,9/8/2026 12:00,6,USWC
46.32,-125.74,17.5,256.8,9/8/2026 12:00,6,USWC
46.32,-125.68,17.1,249.4,9/8/2026 12:00,6,USWC
46.32,-125.61,16.2,248.2,9/8/2026 12:00,6,USWC
46.32,-125.55,17.1,249.4,9/8/2026 12:00,6,USWC
46.32,-125.49,19.3,248.7,9/8/2026 12:00,6,USWC
46.32,-125.43,22.8,246.8,9/8/2026 12:00,6,USWC
46.32,-125.36,26.8,243.4,9/8/2026 12:00,6,USWC
46.32,-125.3,30,244.3,9/8/2026 12:00,6,USWC
46.32,-125.24,29.5,246,9/8/2026 12:00,6,USWC
46.32,-125.18,31.8,245.9,9/8/2026 12:00,6,USWC
46.32,-125.11,32.3,248.2,9/8/2026 12:00,6,USWC
46.32,-125.05,31.6,251.6,9/8/2026 12:00,6,USWC
46.32,-124.99,30.1,248.6,9/8/2026 12:00,6,USWC
46.32,-124.93,25.9,242.4,9/8/2026 12:00,6,USWC
46.32,-124.86,22.2,234.2,9/8/2026 12:00,6,USWC
46.32,-124.8,21.3,221.2,9/8/2026 12:00,6,USWC
46.32,-124.74,20,216.9,9/8/2026 12:00,6,USWC
46.32,-124.68,17.9,206.6,9/8/2026 12:00,6,USWC
46.32,-124.61,13.9,201,9/8/2026 12:00,6,USWC
46.32,-124.55,8,180,9/8/2026 12:00,6,USWC
46.32,-124.49,1.4,225,9/8/2026 12:00,6,USWC
46.32,-124.43,10,323.1,9/8/2026 12:00,6,USWC
46.32,-124.36,24.2,308.3,9/8/2026 12:00,6,USWC
46.32,-124.3,34,298.1,9/8/2026 12:00,6,USWC
46.32,-124.24,42.5,293.6,9/8/2026 12:00,6,USWC
