Cast_Count,Station_ID,Datetime,Depth_m,T_degC,Salinity,SigmaTheta
3691,090.0 070.0,1952-01-24 03:42:00,1100,3.67,34.487,27.42
3691,090.0 070.0,1952-01-24 03:42:00,1165,3.5,34.51,27.455
3873,090.0 070.0,1952-02-18 09:24:00,0,,33.15,
3873,090.0 070.0,1952-02-18 09:24:00,8,14.05,33.12,24.725
3873,090.0 070.0,1952-02-18 09:24:00,10,14.02,33.121,24.732
3873,090.0 070.0,1952-02-18 09:24:00,19,,33.07,
3873,090.0 070.0,1952-02-18 09:24:00,20,13.86,33.128,24.769
3873,090.0 070.0,1952-02-18 09:24:00,30,13.71,33.103,24.782
3873,090.0 070.0,1952-02-18 09:24:00,39,,33.13,
3873,090.0 070.0,1952-02-18 09:24:00,50,13.4,33.124,24.86
3873,090.0 070.0,1952-02-18 09:24:00,57,,33.12,
3873,090.0 070.0,1952-02-18 09:24:00,75,13.02,33.168,24.971
3873,090.0 070.0,1952-02-18 09:24:00,78,12.98,33.17,24.982
3873,090.0 070.0,1952-02-18 09:24:00,100,10.75,33.112,25.352
3873,090.0 070.0,1952-02-18 09:24:00,112,9.63,33.08,25.516
3873,090.0 070.0,1952-02-18 09:24:00,125,9.47,33.24,25.668
3873,090.0 070.0,1952-02-18 09:24:00,147,9.2,33.51,25.923
4037,090.0 070.0,1952-03-09 20:54:00,0,,33.19,
4037,090.0 070.0,1952-03-09 20:54:00,6,14.34,33.21,24.734
4037,090.0 070.0,1952-03-09 20:54:00,10,14.34,33.209,24.733
4037,090.0 070.0,1952-03-09 20:54:00,16,,33.22,
4037,090.0 070.0,1952-03-09 20:54:00,20,14.33,33.218,24.742
4037,090.0 070.0,1952-03-09 20:54:00,30,14.33,33.213,24.739
4037,090.0 070.0,1952-03-09 20:54:00,35,,33.21,
4037,090.0 070.0,1952-03-09 20:54:00,50,,33.21,
4037,090.0 070.0,1952-03-09 20:54:00,66,14.32,33.19,24.725
4037,090.0 070.0,1952-03-09 20:54:00,75,13.69,33.16,24.832
4037,090.0 070.0,1952-03-09 20:54:00,98,11.89,33.13,25.16
4037,090.0 070.0,1952-03-09 20:54:00,100,11.75,33.136,25.191
4037,090.0 070.0,1952-03-09 20:54:00,125,10.28,33.255,25.545
4037,090.0 070.0,1952-03-09 20:54:00,150,9.26,33.447,25.864
4037,090.0 070.0,1952-03-09 20:54:00,161,8.95,33.55,25.994
4037,090.0 070.0,1952-03-09 20:54:00,189,8.69,33.8,26.23
4037,090.0 070.0,1952-03-09 20:54:00,200,8.54,33.863,26.303
4037,090.0 070.0,1952-03-09 20:54:00,250,7.77,34.019,26.541
4037,090.0 070.0,1952-03-09 20:54:00,251,7.75,34.02,26.545
4037,090.0 070.0,1952-03-09 20:54:00,300,7.13,34.05,26.657
4037,090.0 070.0,1952-03-09 20:54:00,312,7.0,34.05,26.675
4037,090.0 070.0,1952-03-09 20:54:00,372,6.44,34.11,26.797
4037,090.0 070.0,1952-03-09 20:54:00,400,6.22,34.135,26.846
4037,090.0 070.0,1952-03-09 20:54:00,496,5.62,34.22,26.989
4037,090.0 070.0,1952-03-09 20:54:00,500,5.6,34.224,26.994
4037,090.0 070.0,1952-03-09 20:54:00,600,5.22,34.318,27.115
4037,090.0 070.0,1952-03-09 20:54:00,651,5.06,34.36,27.167
4037,090.0 070.0,1952-03-09 20:54:00,700,4.88,34.378,27.202
4037,090.0 070.0,1952-03-09 20:54:00,800,4.52,34.417,27.274
4037,090.0 070.0,1952-03-09 20:54:00,832,4.4,34.43,27.297
4136,090.0 070.0,1952-04-03 06:30:00,0,,33.3,
4136,090.0 070.0,1952-04-03 06:30:00,8,14.44,33.3,24.782
4136,090.0 070.0,1952-04-03 06:30:00,10,14.36,33.301,24.8
4136,090.0 070.0,1952-04-03 06:30:00,20,13.97,33.307,24.886
4136,090.0 070.0,1952-04-03 06:30:00,21,,33.31,
4136,090.0 070.0,1952-04-03 06:30:00,30,13.58,33.315,24.972
4136,090.0 070.0,1952-04-03 06:30:00,44,,33.33,
4136,090.0 070.0,1952-04-03 06:30:00,50,12.81,33.337,25.144
4136,090.0 070.0,1952-04-03 06:30:00,63,,33.31,
4136,090.0 070.0,1952-04-03 06:30:00,75,11.84,33.374,25.358
4136,090.0 070.0,1952-04-03 06:30:00,84,,33.22,
4136,090.0 070.0,1952-04-03 06:30:00,100,10.87,33.194,25.395
4136,090.0 070.0,1952-04-03 06:30:00,115,,33.17,
4136,090.0 070.0,1952-04-03 06:30:00,125,9.9,33.484,25.788
4136,090.0 070.0,1952-04-03 06:30:00,141,9.28,33.53,25.925
4136,090.0 070.0,1952-04-03 06:30:00,150,9.01,33.63,26.047
4136,090.0 070.0,1952-04-03 06:30:00,172,8.46,33.86,26.313
4136,090.0 070.0,1952-04-03 06:30:00,198,8.2,34.0,26.462
4136,090.0 070.0,1952-04-03 06:30:00,200,8.18,34.006,26.47
4136,090.0 070.0,1952-04-03 06:30:00,250,7.54,34.104,26.641
4136,090.0 070.0,1952-04-03 06:30:00,261,7.39,34.11,26.667
4136,090.0 070.0,1952-04-03 06:30:00,300,6.97,34.134,26.745
4136,090.0 070.0,1952-04-03 06:30:00,323,,34.15,
4136,090.0 070.0,1952-04-03 06:30:00,389,6.22,34.16,26.865
4136,090.0 070.0,1952-04-03 06:30:00,400,6.16,34.169,26.88
4136,090.0 070.0,1952-04-03 06:30:00,500,5.69,34.251,27.005
4136,090.0 070.0,1952-04-03 06:30:00,521,5.61,34.27,27.03
4136,090.0 070.0,1952-04-03 06:30:00,600,5.23,34.329,27.122
4136,090.0 070.0,1952-04-03 06:30:00,665,4.94,34.37,27.189
4136,090.0 070.0,1952-04-03 06:30:00,700,4.81,34.38,27.212
4136,090.0 070.0,1952-04-03 06:30:00,800,4.46,34.408,27.273
4136,090.0 070.0,1952-04-03 06:30:00,838,4.32,34.42,27.298
4359,090.0 070.0,1952-05-11 16:12:00,0,14.76,33.15,24.598
4359,090.0 070.0,1952-05-11 16:12:00,8,14.68,33.17,24.631
4359,090.0 070.0,1952-05-11 16:12:00,10,14.63,33.169,24.641
4359,090.0 070.0,1952-05-11 16:12:00,19,,33.15,
4359,090.0 070.0,1952-05-11 16:12:00,20,14.37,33.167,24.694
4359,090.0 070.0,1952-05-11 16:12:00,30,14.1,33.168,24.752
4359,090.0 070.0,1952-05-11 16:12:00,45,,33.1,
4359,090.0 070.0,1952-05-11 16:12:00,50,13.49,33.095,24.82
4359,090.0 070.0,1952-05-11 16:12:00,66,,33.08,
4359,090.0 070.0,1952-05-11 16:12:00,75,12.64,33.08,24.978
4359,090.0 070.0,1952-05-11 16:12:00,90,,33.08,
4359,090.0 070.0,1952-05-11 16:12:00,100,11.68,33.271,25.309
4359,090.0 070.0,1952-05-11 16:12:00,125,10.6,33.359,25.571
4359,090.0 070.0,1952-05-11 16:12:00,132,10.28,33.39,25.651
4359,090.0 070.0,1952-05-11 16:12:00,150,9.65,33.537,25.871
4359,090.0 070.0,1952-05-11 16:12:00,171,8.98,33.71,26.114
4359,090.0 070.0,1952-05-11 16:12:00,200,8.4,33.848,26.313
4359,090.0 070.0,1952-05-11 16:12:00,217,,33.91,
4359,090.0 070.0,1952-05-11 16:12:00,250,7.74,33.976,26.511
4359,090.0 070.0,1952-05-11 16:12:00,255,7.7,33.98,26.521
4359,090.0 070.0,1952-05-11 16:12:00,300,7.16,34.026,26.634
4359,090.0 070.0,1952-05-11 16:12:00,343,6.72,34.05,26.713
4359,090.0 070.0,1952-05-11 16:12:00,400,6.19,34.134,26.849
4359,090.0 070.0,1952-05-11 16:12:00,430,5.95,34.18,26.916
4359,090.0 070.0,1952-05-11 16:12:00,500,5.59,34.255,27.02
4359,090.0 070.0,1952-05-11 16:12:00,517,5.52,34.27,27.041
4359,090.0 070.0,1952-05-11 16:12:00,600,5.15,34.329,27.132
4359,090.0 070.0,1952-05-11 16:12:00,694,4.78,34.38,27.215
4359,090.0 070.0,1952-05-11 16:12:00,700,4.76,34.383,27.22
4359,090.0 070.0,1952-05-11 16:12:00,800,4.43,34.435,27.298
4359,090.0 070.0,1952-05-11 16:12:00,881,4.2,34.47,27.351
4359,090.0 070.0,1952-05-11 16:12:00,900,4.15,34.475,27.36
4359,090.0 070.0,1952-05-11 16:12:00,1000,3.9,34.5,27.406
4359,090.0 070.0,1952-05-11 16:12:00,1074,3.72,34.52,27.441
4524,090.0 070.0,1952-06-05 22:48:00,0,16.1,33.22,24.357
4524,090.0 070.0,1952-06-05 22:48:00,10,15.43,33.22,24.507
4524,090.0 070.0,1952-06-05 22:48:00,20,15.3,33.192,24.514
4524,090.0 070.0,1952-06-05 22:48:00,25,15.27,33.19,24.52
4524,090.0 070.0,1952-06-05 22:48:00,30,14.92,33.151,24.566
4524,090.0 070.0,1952-06-05 22:48:00,50,,32.95,
4524,090.0 070.0,1952-06-05 22:48:00,74,11.23,33.01,25.187
4524,090.0 070.0,1952-06-05 22:48:00,75,11.18,33.016,25.201
4524,090.0 070.0,1952-06-05 22:48:00,98,10.23,33.21,25.518
4524,090.0 070.0,1952-06-05 22:48:00,100,10.15,33.228,25.546
4524,090.0 070.0,1952-06-05 22:48:00,125,9.33,33.454,25.858
4524,090.0 070.0,1952-06-05 22:48:00,150,8.75,33.664,26.114
4524,090.0 070.0,1952-06-05 22:48:00,152,8.71,33.68,26.133
4524,090.0 070.0,1952-06-05 22:48:00,200,8.34,33.956,26.406
4524,090.0 070.0,1952-06-05 22:48:00,201,8.34,33.96,26.41
4524,090.0 070.0,1952-06-05 22:48:00,249,7.73,34.02,26.548
4524,090.0 070.0,1952-06-05 22:48:00,250,7.72,34.02,26.549
4524,090.0 070.0,1952-06-05 22:48:00,298,7.41,34.0,26.578
4524,090.0 070.0,1952-06-05 22:48:00,300,7.39,34.001,26.582
4524,090.0 070.0,1952-06-05 22:48:00,400,6.18,34.13,26.847
4524,090.0 070.0,1952-06-05 22:48:00,496,5.55,34.23,27.005
4524,090.0 070.0,1952-06-05 22:48:00,500,5.53,34.235,27.011
4524,090.0 070.0,1952-06-05 22:48:00,599,5.13,34.34,27.143
4524,090.0 070.0,1952-06-05 22:48:00,600,5.13,34.341,27.144
4524,090.0 070.0,1952-06-05 22:48:00,700,4.77,34.394,27.227
4524,090.0 070.0,1952-06-05 22:48:00,800,4.44,34.42,27.285
4524,090.0 070.0,1952-06-05 22:48:00,900,4.13,34.443,27.337
4524,090.0 070.0,1952-06-05 22:48:00,929,4.04,34.45,27.352
4703,090.0 070.0,1952-07-10 13:42:00,0,16.16,33.14,24.282
4703,090.0 070.0,1952-07-10 13:42:00,10,16.16,33.15,24.29
4703,090.0 070.0,1952-07-10 13:42:00,20,15.87,33.1,24.317
4703,090.0 070.0,1952-07-10 13:42:00,24,15.68,33.06,24.329
4703,090.0 070.0,1952-07-10 13:42:00,30,15.23,33.055,24.425
4703,090.0 070.0,1952-07-10 13:42:00,50,13.56,33.096,24.808
4703,090.0 070.0,1952-07-10 13:42:00,53,13.29,33.11,24.873
4703,090.0 070.0,1952-07-10 13:42:00,75,12.0,33.145,25.151
4703,090.0 070.0,1952-07-10 13:42:00,77,11.89,33.15,25.175
4703,090.0 070.0,1952-07-10 13:42:00,100,10.61,33.281,25.508
4703,090.0 070.0,1952-07-10 13:42:00,107,10.26,33.33,25.607
4703,090.0 070.0,1952-07-10 13:42:00,125,9.57,33.456,25.82
4703,090.0 070.0,1952-07-10 13:42:00,150,8.9,33.616,26.053
4703,090.0 070.0,1952-07-10 13:42:00,200,8.47,33.873,26.322
4703,090.0 070.0,1952-07-10 13:42:00,212,8.44,33.92,26.363
4703,090.0 070.0,1952-07-10 13:42:00,250,7.93,33.992,26.496
4703,090.0 070.0,1952-07-10 13:42:00,271,7.62,34.02,26.564
4703,090.0 070.0,1952-07-10 13:42:00,300,7.31,34.089,26.662
4703,090.0 070.0,1952-07-10 13:42:00,319,7.11,34.13,26.723
4703,090.0 070.0,1952-07-10 13:42:00,400,6.13,34.138,26.86
4703,090.0 070.0,1952-07-10 13:42:00,425,5.86,34.14,26.895
4703,090.0 070.0,1952-07-10 13:42:00,500,5.48,34.178,26.972
4703,090.0 070.0,1952-07-10 13:42:00,531,5.38,34.2,27.002
4703,090.0 070.0,1952-07-10 13:42:00,600,5.11,34.271,27.09
4703,090.0 070.0,1952-07-10 13:42:00,637,4.98,34.31,27.136
4703,090.0 070.0,1952-07-10 13:42:00,700,4.77,34.35,27.193
4703,090.0 070.0,1952-07-10 13:42:00,800,4.46,34.396,27.264
4703,090.0 070.0,1952-07-10 13:42:00,843,4.34,34.41,27.288
4703,090.0 070.0,1952-07-10 13:42:00,900,4.16,34.434,27.327
4703,090.0 070.0,1952-07-10 13:42:00,1000,3.86,34.472,27.388
4703,090.0 070.0,1952-07-10 13:42:00,1052,3.72,34.49,27.417
4703,090.0 070.0,1952-07-10 13:42:00,1100,3.62,34.504,27.438
4703,090.0 070.0,1952-07-10 13:42:00,1200,3.41,34.533,27.482
4703,090.0 070.0,1952-07-10 13:42:00,1257,3.29,34.55,27.508
4728,090.0 070.0,1952-08-11 00:12:00,0,17.23,33.19,24.072
4728,090.0 070.0,1952-08-11 00:12:00,9,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,10,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,20,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,22,17.24,33.15,24.04
4728,090.0 070.0,1952-08-11 00:12:00,30,16.76,33.128,24.136
4728,090.0 070.0,1952-08-11 00:12:00,49,14.98,33.08,24.499
4728,090.0 070.0,1952-08-11 00:12:00,50,14.87,33.08,24.522
4728,090.0 070.0,1952-08-11 00:12:00,70,12.88,33.1,24.947
4728,090.0 070.0,1952-08-11 00:12:00,75,12.57,33.1,25.008
4728,090.0 070.0,1952-08-11 00:12:00,97,11.52,33.12,25.221
4728,090.0 070.0,1952-08-11 00:12:00,100,11.37,33.134,25.259
4728,090.0 070.0,1952-08-11 00:12:00,125,10.25,33.292,25.579
4728,090.0 070.0,1952-08-11 00:12:00,142,9.62,33.44,25.8
4728,090.0 070.0,1952-08-11 00:12:00,150,9.41,33.517,25.894
4728,090.0 070.0,1952-08-11 00:12:00,186,8.71,33.84,26.259
4728,090.0 070.0,1952-08-11 00:12:00,200,8.49,33.905,26.344
4728,090.0 070.0,1952-08-11 00:12:00,250,7.81,34.04,26.552
4728,090.0 070.0,1952-08-11 00:12:00,272,7.56,34.05,26.596
4728,090.0 070.0,1952-08-11 00:12:00,300,7.18,34.078,26.672
4728,090.0 070.0,1952-08-11 00:12:00,364,6.44,34.11,26.797
4728,090.0 070.0,1952-08-11 00:12:00,400,6.16,34.12,26.842
4728,090.0 070.0,1952-08-11 00:12:00,451,5.87,34.14,26.894
4728,090.0 070.0,1952-08-11 00:12:00,500,5.7,34.199,26.962
4728,090.0 070.0,1952-08-11 00:12:00,539,5.6,34.25,27.015
4728,090.0 070.0,1952-08-11 00:12:00,600,5.35,34.299,27.085
4728,090.0 070.0,1952-08-11 00:12:00,700,4.93,34.355,27.178
4728,090.0 070.0,1952-08-11 00:12:00,713,4.87,34.36,27.189
4728,090.0 070.0,1952-08-11 00:12:00,800,4.58,34.391,27.247
4728,090.0 070.0,1952-08-11 00:12:00,898,4.28,34.42,27.303
4728,090.0 070.0,1952-08-11 00:12:00,900,4.27,34.421,27.305
4728,090.0 070.0,1952-08-11 00:12:00,1000,3.94,34.457,27.368
4728,090.0 070.0,1952-08-11 00:12:00,1086,3.65,34.49,27.424
4935,090.0 070.0,1952-09-07 13:42:00,0,16.62,33.01,24.077
4935,090.0 070.0,1952-09-07 13:42:00,9,16.62,33.01,24.077
4935,090.0 070.0,1952-09-07 13:42:00,10,16.62,33.012,24.079
4935,090.0 070.0,1952-09-07 13:42:00,20,16.64,33.026,24.085
4935,090.0 070.0,1952-09-07 13:42:00,23,16.64,33.03,24.088
4935,090.0 070.0,1952-09-07 13:42:00,30,16.59,33.0,24.077
4935,090.0 070.0,1952-09-07 13:42:00,44,16.48,32.94,24.057
4935,090.0 070.0,1952-09-07 13:42:00,50,15.65,32.932,24.238
4935,090.0 070.0,1952-09-07 13:42:00,65,13.3,32.97,24.763
4935,090.0 070.0,1952-09-07 13:42:00,75,12.33,32.997,24.974
4935,090.0 070.0,1952-09-07 13:42:00,85,11.58,33.03,25.14
4935,090.0 070.0,1952-09-07 13:42:00,100,10.62,33.125,25.385
4935,090.0 070.0,1952-09-07 13:42:00,125,9.5,33.317,25.723
4935,090.0 070.0,1952-09-07 13:42:00,129,9.38,33.35,25.768
4935,090.0 070.0,1952-09-07 13:42:00,150,8.95,33.513,25.964
4935,090.0 070.0,1952-09-07 13:42:00,168,8.74,33.64,26.097
4935,090.0 070.0,1952-09-07 13:42:00,200,8.33,33.802,26.287
4935,090.0 070.0,1952-09-07 13:42:00,249,7.82,33.95,26.479
4935,090.0 070.0,1952-09-07 13:42:00,250,7.81,33.951,26.482
4935,090.0 070.0,1952-09-07 13:42:00,300,7.43,33.968,26.55
4935,090.0 070.0,1952-09-07 13:42:00,334,7.18,33.98,26.595
4935,090.0 070.0,1952-09-07 13:42:00,400,6.53,33.961,26.668
4935,090.0 070.0,1952-09-07 13:42:00,413,6.4,33.96,26.685
4935,090.0 070.0,1952-09-07 13:42:00,496,5.64,34.07,26.868
4935,090.0 070.0,1952-09-07 13:42:00,500,5.62,34.075,26.874
4935,090.0 070.0,1952-09-07 13:42:00,600,5.18,34.2,27.026
4935,090.0 070.0,1952-09-07 13:42:00,661,5.01,34.27,27.102
4935,090.0 070.0,1952-09-07 13:42:00,700,4.85,34.32,27.16
4935,090.0 070.0,1952-09-07 13:42:00,800,4.46,34.425,27.287
4935,090.0 070.0,1952-09-07 13:42:00,830,4.35,34.45,27.319
4935,090.0 070.0,1952-09-07 13:42:00,900,4.14,34.449,27.341
4935,090.0 070.0,1952-09-07 13:42:00,1000,3.83,34.45,27.374
4935,090.0 070.0,1952-09-07 13:42:00,1014,3.79,34.45,27.378
4981,090.0 070.0,1952-10-13 06:12:00,0,17.41,33.22,24.052
4981,090.0 070.0,1952-10-13 06:12:00,8,17.4,33.22,24.055
4981,090.0 070.0,1952-10-13 06:12:00,10,17.4,33.217,24.053
4981,090.0 070.0,1952-10-13 06:12:00,20,17.41,33.2,24.038
4981,090.0 070.0,1952-10-13 06:12:00,26,17.41,33.19,24.031
4981,090.0 070.0,1952-10-13 06:12:00,30,16.99,33.161,24.108
4981,090.0 070.0,1952-10-13 06:12:00,50,14.32,33.063,24.626
4981,090.0 070.0,1952-10-13 06:12:00,52,14.0,33.06,24.69
4981,090.0 070.0,1952-10-13 06:12:00,75,11.8,33.133,25.179
4981,090.0 070.0,1952-10-13 06:12:00,78,11.57,33.15,25.234
4981,090.0 070.0,1952-10-13 06:12:00,100,10.23,33.282,25.574
4981,090.0 070.0,1952-10-13 06:12:00,104,10.04,33.31,25.628
4981,090.0 070.0,1952-10-13 06:12:00,125,9.39,33.506,25.889
4981,090.0 070.0,1952-10-13 06:12:00,150,8.96,33.735,26.137
4981,090.0 070.0,1952-10-13 06:12:00,155,8.92,33.78,26.178
4981,090.0 070.0,1952-10-13 06:12:00,200,8.39,34.025,26.453
4981,090.0 070.0,1952-10-13 06:12:00,204,8.36,34.04,26.469
4981,090.0 070.0,1952-10-13 06:12:00,250,8.01,34.157,26.614
4981,090.0 070.0,1952-10-13 06:12:00,252,8.0,34.16,26.618
4981,090.0 070.0,1952-10-13 06:12:00,300,7.65,34.25,26.741
4981,090.0 070.0,1952-10-13 06:12:00,391,6.85,34.29,26.885
4981,090.0 070.0,1952-10-13 06:12:00,400,6.77,34.295,26.9
4981,090.0 070.0,1952-10-13 06:12:00,485,6.09,34.34,27.025
4981,090.0 070.0,1952-10-13 06:12:00,500,6.01,34.347,27.041
4981,090.0 070.0,1952-10-13 06:12:00,576,5.66,34.38,27.111
4981,090.0 070.0,1952-10-13 06:12:00,600,5.52,34.386,27.133
4981,090.0 070.0,1952-10-13 06:12:00,700,4.95,34.41,27.22
4981,090.0 070.0,1952-10-13 06:12:00,773,4.56,34.43,27.28
4981,090.0 070.0,1952-10-13 06:12:00,800,4.47,34.446,27.302
4981,090.0 070.0,1952-10-13 06:12:00,900,4.18,34.502,27.379
4981,090.0 070.0,1952-10-13 06:12:00,975,4.02,34.54,27.426
4981,090.0 070.0,1952-10-13 06:12:00,1000,3.96,34.542,27.434
4981,090.0 070.0,1952-10-13 06:12:00,1100,3.72,34.552,27.467
4981,090.0 070.0,1952-10-13 06:12:00,1181,3.52,34.56,27.493
5071,090.0 070.0,1952-11-11 10:12:00,0,17.34,33.41,24.215
5071,090.0 070.0,1952-11-11 10:12:00,9,17.3,33.4,24.217
5071,090.0 070.0,1952-11-11 10:12:00,10,17.3,33.403,24.219
5071,090.0 070.0,1952-11-11 10:12:00,20,17.31,33.437,24.243
5071,090.0 070.0,1952-11-11 10:12:00,24,17.32,33.45,24.251
5071,090.0 070.0,1952-11-11 10:12:00,30,16.62,33.429,24.4
5071,090.0 070.0,1952-11-11 10:12:00,48,13.66,33.41,25.031
5071,090.0 070.0,1952-11-11 10:12:00,50,13.3,33.424,25.114
5071,090.0 070.0,1952-11-11 10:12:00,73,9.82,33.67,25.945
5071,090.0 070.0,1952-11-11 10:12:00,75,9.68,33.682,25.978
5071,090.0 070.0,1952-11-11 10:12:00,96,8.92,33.76,26.162
5071,090.0 070.0,1952-11-11 10:12:00,100,8.89,33.788,26.188
5071,090.0 070.0,1952-11-11 10:12:00,125,8.69,33.925,26.327
5071,090.0 070.0,1952-11-11 10:12:00,146,8.53,33.99,26.403
5071,090.0 070.0,1952-11-11 10:12:00,150,8.48,33.999,26.418
5071,090.0 070.0,1952-11-11 10:12:00,191,7.98,34.06,26.542
5071,090.0 070.0,1952-11-11 10:12:00,200,7.9,34.074,26.565
5071,090.0 070.0,1952-11-11 10:12:00,236,7.62,34.13,26.65
5071,090.0 070.0,1952-11-11 10:12:00,250,7.53,34.151,26.679
5071,090.0 070.0,1952-11-11 10:12:00,281,7.32,34.19,26.74
5071,090.0 070.0,1952-11-11 10:12:00,300,7.17,34.199,26.768
5071,090.0 070.0,1952-11-11 10:12:00,377,6.58,34.23,26.874
5071,090.0 070.0,1952-11-11 10:12:00,400,6.47,34.258,26.911
5071,090.0 070.0,1952-11-11 10:12:00,466,6.16,34.34,27.016
5071,090.0 070.0,1952-11-11 10:12:00,500,5.95,34.366,27.064
5071,090.0 070.0,1952-11-11 10:12:00,561,5.56,34.4,27.139
5071,090.0 070.0,1952-11-11 10:12:00,600,5.36,34.414,27.175
5071,090.0 070.0,1952-11-11 10:12:00,700,4.91,34.441,27.249
5071,090.0 070.0,1952-11-11 10:12:00,746,4.74,34.45,27.276
5071,090.0 070.0,1952-11-11 10:12:00,800,4.56,34.469,27.311
5071,090.0 070.0,1952-11-11 10:12:00,900,4.25,34.5,27.37
5071,090.0 070.0,1952-11-11 10:12:00,934,4.15,34.51,27.388
5071,090.0 070.0,1952-11-11 10:12:00,1000,3.94,34.519,27.418
5071,090.0 070.0,1952-11-11 10:12:00,1100,3.63,34.534,27.461
5071,090.0 070.0,1952-11-11 10:12:00,1134,3.52,34.54,27.477
5242,090.0 070.0,1953-01-16 06:48:00,0,13.93,33.06,24.703
5242,090.0 070.0,1953-01-16 06:48:00,6,13.94,33.08,24.717
5242,090.0 070.0,1953-01-16 06:48:00,10,13.94,33.08,24.717
5242,090.0 070.0,1953-01-16 06:48:00,17,13.76,33.08,24.754
5242,090.0 070.0,1953-01-16 06:48:00,20,13.93,33.086,24.724
5242,090.0 070.0,1953-01-16 06:48:00,30,13.92,33.089,24.729
5242,090.0 070.0,1953-01-16 06:48:00,37,13.92,33.09,24.73
5242,090.0 070.0,1953-01-16 06:48:00,50,13.92,33.082,24.724
5242,090.0 070.0,1953-01-16 06:48:00,54,13.92,33.08,24.722
5242,090.0 070.0,1953-01-16 06:48:00,74,13.67,33.08,24.774
5242,090.0 070.0,1953-01-16 06:48:00,75,13.58,33.077,24.79
5242,090.0 070.0,1953-01-16 06:48:00,100,11.16,33.079,25.254
5242,090.0 070.0,1953-01-16 06:48:00,110,10.1,33.13,25.478
5242,090.0 070.0,1953-01-16 06:48:00,125,9.54,33.286,25.692
5242,090.0 070.0,1953-01-16 06:48:00,145,9.2,33.54,25.946
5242,090.0 070.0,1953-01-16 06:48:00,150,9.09,33.62,26.026
5242,090.0 070.0,1953-01-16 06:48:00,180,8.55,34.0,26.409
5242,090.0 070.0,1953-01-16 06:48:00,200,8.29,34.0,26.448
5242,090.0 070.0,1953-01-16 06:48:00,208,8.2,34.0,26.462
5242,090.0 070.0,1953-01-16 06:48:00,250,7.83,34.123,26.614
5242,090.0 070.0,1953-01-16 06:48:00,272,7.68,34.2,26.697
5242,090.0 070.0,1953-01-16 06:48:00,300,7.48,34.245,26.761
5242,090.0 070.0,1953-01-16 06:48:00,333,7.24,34.28,26.823
5242,090.0 070.0,1953-01-16 06:48:00,393,6.74,34.34,26.939
5242,090.0 070.0,1953-01-16 06:48:00,400,6.7,34.344,26.948
5242,090.0 070.0,1953-01-16 06:48:00,500,6.19,34.379,27.044
5242,090.0 070.0,1953-01-16 06:48:00,512,6.14,34.38,27.051
5242,090.0 070.0,1953-01-16 06:48:00,600,5.73,34.383,27.105
5242,090.0 070.0,1953-01-16 06:48:00,661,5.44,34.39,27.147
5242,090.0 070.0,1953-01-16 06:48:00,700,5.25,34.416,27.19
5242,090.0 070.0,1953-01-16 06:48:00,800,4.75,34.486,27.304
5242,090.0 070.0,1953-01-16 06:48:00,834,4.58,34.51,27.342
5369,090.0 070.0,1953-02-12 23:12:00,0,13.86,33.12,24.764
5369,090.0 070.0,1953-02-12 23:12:00,8,13.87,33.09,24.739
5369,090.0 070.0,1953-02-12 23:12:00,10,13.87,33.088,24.738
5369,090.0 070.0,1953-02-12 23:12:00,19,13.86,33.08,24.734
5369,090.0 070.0,1953-02-12 23:12:00,20,13.86,33.081,24.734
5369,090.0 070.0,1953-02-12 23:12:00,30,13.85,33.098,24.75
5369,090.0 070.0,1953-02-12 23:12:00,41,13.84,33.12,24.769
5369,090.0 070.0,1953-02-12 23:12:00,50,13.82,33.12,24.774
5369,090.0 070.0,1953-02-12 23:12:00,61,13.8,33.12,24.778
5369,090.0 070.0,1953-02-12 23:12:00,75,11.92,33.1,25.131
5369,090.0 070.0,1953-02-12 23:12:00,82,10.86,33.09,25.315
5369,090.0 070.0,1953-02-12 23:12:00,100,9.78,33.263,25.635
5369,090.0 070.0,1953-02-12 23:12:00,120,9.34,33.5,25.892
5369,090.0 070.0,1953-02-12 23:12:00,125,9.21,33.549,25.951
5369,090.0 070.0,1953-02-12 23:12:00,150,8.72,33.759,26.193
5369,090.0 070.0,1953-02-12 23:12:00,153,8.68,33.78,26.216
5369,090.0 070.0,1953-02-12 23:12:00,190,8.2,33.94,26.415
5369,090.0 070.0,1953-02-12 23:12:00,200,8.09,33.97,26.455
5369,090.0 070.0,1953-02-12 23:12:00,221,7.88,34.02,26.525
5369,090.0 070.0,1953-02-12 23:12:00,250,7.65,34.077,26.604
5369,090.0 070.0,1953-02-12 23:12:00,292,7.37,34.14,26.694
5369,090.0 070.0,1953-02-12 23:12:00,300,7.33,34.151,26.708
5369,090.0 070.0,1953-02-12 23:12:00,359,7.0,34.22,26.809
5369,090.0 070.0,1953-02-12 23:12:00,400,6.72,34.253,26.874
5369,090.0 070.0,1953-02-12 23:12:00,427,6.54,34.27,26.911
5369,090.0 070.0,1953-02-12 23:12:00,500,6.22,34.291,26.97
5369,090.0 070.0,1953-02-12 23:12:00,557,6.03,34.3,27.002
5369,090.0 070.0,1953-02-12 23:12:00,600,5.87,34.317,27.036
