Cast_Count,Station_ID,Datetime,Depth_m,T_degC,Salinity,SigmaTheta
7300,090.0 070.0,1955-02-15 04:42:00,20,13.47,33.294,24.979
7300,090.0 070.0,1955-02-15 04:42:00,25,13.46,33.46,25.109
7300,090.0 070.0,1955-02-15 04:42:00,30,13.4,33.304,25.001
7300,090.0 070.0,1955-02-15 04:42:00,50,13.25,33.31,25.036
7300,090.0 070.0,1955-02-15 04:42:00,60,13.33,33.3,25.013
7300,090.0 070.0,1955-02-15 04:42:00,70,13.34,33.33,25.034
7300,090.0 070.0,1955-02-15 04:42:00,75,13.23,33.278,25.016
7300,090.0 070.0,1955-02-15 04:42:00,80,13.11,33.22,24.995
7300,090.0 070.0,1955-02-15 04:42:00,100,12.91,33.29,25.089
7300,090.0 070.0,1955-02-15 04:42:00,124,10.84,33.27,25.46
7300,090.0 070.0,1955-02-15 04:42:00,125,10.78,33.278,25.477
7300,090.0 070.0,1955-02-15 04:42:00,150,9.54,33.531,25.884
7300,090.0 070.0,1955-02-15 04:42:00,154,9.4,33.58,25.945
7300,090.0 070.0,1955-02-15 04:42:00,200,8.21,33.943,26.416
7300,090.0 070.0,1955-02-15 04:42:00,203,8.16,33.96,26.437
7300,090.0 070.0,1955-02-15 04:42:00,250,7.51,34.078,26.625
7300,090.0 070.0,1955-02-15 04:42:00,271,7.31,34.09,26.663
7300,090.0 070.0,1955-02-15 04:42:00,300,7.05,34.124,26.726
7300,090.0 070.0,1955-02-15 04:42:00,374,6.5,34.18,26.845
7300,090.0 070.0,1955-02-15 04:42:00,400,6.31,34.194,26.881
7300,090.0 070.0,1955-02-15 04:42:00,500,5.66,34.248,27.006
7300,090.0 070.0,1955-02-15 04:42:00,503,5.64,34.25,27.01
7300,090.0 070.0,1955-02-15 04:42:00,600,5.24,34.349,27.137
7300,090.0 070.0,1955-02-15 04:42:00,684,4.97,34.43,27.233
7300,090.0 070.0,1955-02-15 04:42:00,700,4.91,34.436,27.245
7300,090.0 070.0,1955-02-15 04:42:00,800,4.55,34.463,27.307
7300,090.0 070.0,1955-02-15 04:42:00,900,4.21,34.47,27.35
7300,090.0 070.0,1955-02-15 04:42:00,906,4.19,34.47,27.352
7300,090.0 070.0,1955-02-15 04:42:00,1000,3.95,34.491,27.394
7300,090.0 070.0,1955-02-15 04:42:00,1100,3.7,34.513,27.438
7300,090.0 070.0,1955-02-15 04:42:00,1200,3.45,34.537,27.482
7300,090.0 070.0,1955-02-15 04:42:00,1212,3.42,34.54,27.487
7605,090.0 070.0,1955-06-18 14:54:00,0,14.89,33.4,24.763
7605,090.0 070.0,1955-06-18 14:54:00,9,14.89,33.4,24.763
7605,090.0 070.0,1955-06-18 14:54:00,10,14.89,33.4,24.763
7605,090.0 070.0,1955-06-18 14:54:00,20,14.87,33.4,24.768
7605,090.0 070.0,1955-06-18 14:54:00,27,14.86,33.4,24.771
7605,090.0 070.0,1955-06-18 14:54:00,30,14.85,33.405,24.777
7605,090.0 070.0,1955-06-18 14:54:00,50,14.27,33.383,24.884
7605,090.0 070.0,1955-06-18 14:54:00,51,14.22,33.38,24.892
7605,090.0 070.0,1955-06-18 14:54:00,63,13.22,33.29,25.027
7605,090.0 070.0,1955-06-18 14:54:00,71,12.26,33.29,25.214
7605,090.0 070.0,1955-06-18 14:54:00,75,11.99,33.302,25.275
7605,090.0 070.0,1955-06-18 14:54:00,84,11.54,33.34,25.388
7605,090.0 070.0,1955-06-18 14:54:00,100,10.5,33.416,25.632
7605,090.0 070.0,1955-06-18 14:54:00,104,10.25,33.44,25.694
7605,090.0 070.0,1955-06-18 14:54:00,125,9.3,33.608,25.983
7605,090.0 070.0,1955-06-18 14:54:00,131,9.1,33.66,26.056
7605,090.0 070.0,1955-06-18 14:54:00,149,8.68,33.8,26.231
7605,090.0 070.0,1955-06-18 14:54:00,150,8.67,33.808,26.239
7605,090.0 070.0,1955-06-18 14:54:00,196,8.34,34.08,26.504
7605,090.0 070.0,1955-06-18 14:54:00,200,8.32,34.091,26.515
7605,090.0 070.0,1955-06-18 14:54:00,250,8.0,34.169,26.625
7605,090.0 070.0,1955-06-18 14:54:00,260,7.92,34.17,26.638
7605,090.0 070.0,1955-06-18 14:54:00,300,7.35,34.185,26.732
7605,090.0 070.0,1955-06-18 14:54:00,351,6.62,34.2,26.844
7605,090.0 070.0,1955-06-18 14:54:00,400,6.32,34.243,26.918
7605,090.0 070.0,1955-06-18 14:54:00,471,6.08,34.31,27.003
7605,090.0 070.0,1955-06-18 14:54:00,500,5.93,34.332,27.039
7605,090.0 070.0,1955-06-18 14:54:00,600,5.43,34.397,27.153
7605,090.0 070.0,1955-06-18 14:54:00,641,5.22,34.42,27.196
7605,090.0 070.0,1955-06-18 14:54:00,700,4.95,34.45,27.252
7605,090.0 070.0,1955-06-18 14:54:00,800,4.53,34.492,27.333
7605,090.0 070.0,1955-06-18 14:54:00,855,4.33,34.51,27.369
7605,090.0 070.0,1955-06-18 14:54:00,900,4.22,34.514,27.384
7605,090.0 070.0,1955-06-18 14:54:00,1000,3.96,34.523,27.419
7605,090.0 070.0,1955-06-18 14:54:00,1100,3.71,34.533,27.453
7605,090.0 070.0,1955-06-18 14:54:00,1163,3.55,34.54,27.474
7852,090.0 070.0,1955-10-27 01:42:00,0,16.5,33.64,24.588
7852,090.0 070.0,1955-10-27 01:42:00,9,16.44,33.63,24.595
7852,090.0 070.0,1955-10-27 01:42:00,10,16.44,33.631,24.595
7852,090.0 070.0,1955-10-27 01:42:00,20,16.39,33.647,24.62
7852,090.0 070.0,1955-10-27 01:42:00,22,16.38,33.65,24.624
7852,090.0 070.0,1955-10-27 01:42:00,30,15.43,33.547,24.76
7852,090.0 070.0,1955-10-27 01:42:00,44,13.21,33.4,25.114
7852,090.0 070.0,1955-10-27 01:42:00,50,12.39,33.413,25.284
7852,090.0 070.0,1955-10-27 01:42:00,52,12.15,33.42,25.336
7852,090.0 070.0,1955-10-27 01:42:00,61,11.65,33.42,25.429
7852,090.0 070.0,1955-10-27 01:42:00,70,10.53,33.48,25.677
7852,090.0 070.0,1955-10-27 01:42:00,75,10.17,33.532,25.779
7852,090.0 070.0,1955-10-27 01:42:00,88,9.6,33.67,25.982
7852,090.0 070.0,1955-10-27 01:42:00,100,9.21,33.757,26.114
7852,090.0 070.0,1955-10-27 01:42:00,110,8.95,33.82,26.204
7852,090.0 070.0,1955-10-27 01:42:00,125,8.56,33.936,26.356
7852,090.0 070.0,1955-10-27 01:42:00,136,8.32,34.01,26.451
7852,090.0 070.0,1955-10-27 01:42:00,150,8.17,34.047,26.503
7852,090.0 070.0,1955-10-27 01:42:00,178,8.02,34.07,26.543
7852,090.0 070.0,1955-10-27 01:42:00,200,7.81,34.11,26.606
7852,090.0 070.0,1955-10-27 01:42:00,239,7.46,34.18,26.712
7852,090.0 070.0,1955-10-27 01:42:00,250,7.42,34.192,26.727
7852,090.0 070.0,1955-10-27 01:42:00,300,7.27,34.24,26.787
7852,090.0 070.0,1955-10-27 01:42:00,329,7.21,34.26,26.811
7852,090.0 070.0,1955-10-27 01:42:00,400,6.67,34.327,26.939
7852,090.0 070.0,1955-10-27 01:42:00,442,6.34,34.36,27.009
7852,090.0 070.0,1955-10-27 01:42:00,500,6.15,34.36,27.034
7852,090.0 070.0,1955-10-27 01:42:00,600,5.94,34.36,27.061
7852,090.0 070.0,1955-10-27 01:42:00,603,5.94,34.36,27.061
7852,090.0 070.0,1955-10-27 01:42:00,700,5.6,34.38,27.12
7852,090.0 070.0,1955-10-27 01:42:00,800,5.19,34.41,27.193
7852,090.0 070.0,1955-10-27 01:42:00,801,5.19,34.41,27.193
7852,090.0 070.0,1955-10-27 01:42:00,900,4.77,34.439,27.265
7852,090.0 070.0,1955-10-27 01:42:00,1000,4.34,34.472,27.339
7852,090.0 070.0,1955-10-27 01:42:00,1081,3.99,34.5,27.398
8006,090.0 070.0,1955-12-05 12:24:00,0,13.5,33.4,25.054
8006,090.0 070.0,1955-12-05 12:24:00,10,13.44,33.4,25.066
8006,090.0 070.0,1955-12-05 12:24:00,20,13.48,33.441,25.09
8006,090.0 070.0,1955-12-05 12:24:00,24,13.51,33.46,25.099
8006,090.0 070.0,1955-12-05 12:24:00,30,13.5,33.467,25.107
8006,090.0 070.0,1955-12-05 12:24:00,48,13.46,33.49,25.133
8006,090.0 070.0,1955-12-05 12:24:00,50,13.21,33.464,25.163
8006,090.0 070.0,1955-12-05 12:24:00,57,,33.42,
8006,090.0 070.0,1955-12-05 12:24:00,66,11.09,33.3,25.438
8006,090.0 070.0,1955-12-05 12:24:00,75,10.51,33.321,25.556
8006,090.0 070.0,1955-12-05 12:24:00,76,,33.35,
8006,090.0 070.0,1955-12-05 12:24:00,93,9.9,33.46,25.768
8006,090.0 070.0,1955-12-05 12:24:00,100,9.68,33.526,25.857
8006,090.0 070.0,1955-12-05 12:24:00,116,9.25,33.68,26.047
8006,090.0 070.0,1955-12-05 12:24:00,125,9.02,33.751,26.139
8006,090.0 070.0,1955-12-05 12:24:00,143,8.62,33.87,26.295
8006,090.0 070.0,1955-12-05 12:24:00,150,8.52,33.906,26.339
8006,090.0 070.0,1955-12-05 12:24:00,188,8.16,34.05,26.507
8006,090.0 070.0,1955-12-05 12:24:00,200,8.03,34.083,26.552
8006,090.0 070.0,1955-12-05 12:24:00,250,7.55,34.179,26.698
8006,090.0 070.0,1955-12-05 12:24:00,251,7.54,34.18,26.701
8006,090.0 070.0,1955-12-05 12:24:00,300,7.24,34.216,26.772
8006,090.0 070.0,1955-12-05 12:24:00,348,7.0,34.23,26.817
8006,090.0 070.0,1955-12-05 12:24:00,400,6.7,34.264,26.885
8006,090.0 070.0,1955-12-05 12:24:00,468,6.3,34.31,26.975
8006,090.0 070.0,1955-12-05 12:24:00,500,6.11,34.33,27.015
8006,090.0 070.0,1955-12-05 12:24:00,600,5.56,34.383,27.126
8006,090.0 070.0,1955-12-05 12:24:00,639,5.36,34.4,27.164
8006,090.0 070.0,1955-12-05 12:24:00,700,5.11,34.413,27.204
8006,090.0 070.0,1955-12-05 12:24:00,800,4.74,34.427,27.258
8006,090.0 070.0,1955-12-05 12:24:00,854,4.56,34.43,27.281
8006,090.0 070.0,1955-12-05 12:24:00,900,4.42,34.439,27.303
8006,090.0 070.0,1955-12-05 12:24:00,1000,4.11,34.458,27.352
8006,090.0 070.0,1955-12-05 12:24:00,1100,3.8,34.479,27.401
8006,090.0 070.0,1955-12-05 12:24:00,1151,3.64,34.49,27.426
8141,090.0 070.0,1956-02-08 08:24:00,0,12.81,33.26,25.083
8141,090.0 070.0,1956-02-08 08:24:00,8,12.84,33.27,25.085
8141,090.0 070.0,1956-02-08 08:24:00,10,12.79,33.27,25.095
8141,090.0 070.0,1956-02-08 08:24:00,20,12.46,33.27,25.159
8141,090.0 070.0,1956-02-08 08:24:00,21,12.42,33.27,25.167
8141,090.0 070.0,1956-02-08 08:24:00,30,12.35,33.305,25.208
8141,090.0 070.0,1956-02-08 08:24:00,45,12.2,33.39,25.303
8141,090.0 070.0,1956-02-08 08:24:00,50,12.02,33.417,25.358
8141,090.0 070.0,1956-02-08 08:24:00,54,11.87,33.44,25.404
8141,090.0 070.0,1956-02-08 08:24:00,63,11.59,33.5,25.503
8141,090.0 070.0,1956-02-08 08:24:00,71,11.33,33.52,25.566
8141,090.0 070.0,1956-02-08 08:24:00,75,11.1,33.512,25.601
8141,090.0 070.0,1956-02-08 08:24:00,89,10.2,33.49,25.741
8141,090.0 070.0,1956-02-08 08:24:00,100,9.72,33.574,25.887
8141,090.0 070.0,1956-02-08 08:24:00,125,8.94,33.799,26.19
8141,090.0 070.0,1956-02-08 08:24:00,135,8.76,33.9,26.297
8141,090.0 070.0,1956-02-08 08:24:00,150,8.56,33.932,26.353
8141,090.0 070.0,1956-02-08 08:24:00,177,8.32,33.94,26.396
8141,090.0 070.0,1956-02-08 08:24:00,200,8.04,33.97,26.462
8141,090.0 070.0,1956-02-08 08:24:00,236,7.6,34.02,26.566
8141,090.0 070.0,1956-02-08 08:24:00,250,7.46,34.035,26.598
8141,090.0 070.0,1956-02-08 08:24:00,300,7.02,34.082,26.697
8141,090.0 070.0,1956-02-08 08:24:00,323,6.84,34.1,26.736
8141,090.0 070.0,1956-02-08 08:24:00,400,6.26,34.156,26.857
8141,090.0 070.0,1956-02-08 08:24:00,432,6.04,34.18,26.905
8141,090.0 070.0,1956-02-08 08:24:00,500,5.66,34.251,27.008
8141,090.0 070.0,1956-02-08 08:24:00,588,5.25,34.34,27.129
8141,090.0 070.0,1956-02-08 08:24:00,600,5.2,34.349,27.142
8141,090.0 070.0,1956-02-08 08:24:00,700,4.78,34.408,27.237
8141,090.0 070.0,1956-02-08 08:24:00,783,4.48,34.44,27.297
8141,090.0 070.0,1956-02-08 08:24:00,800,4.44,34.442,27.302
8141,090.0 070.0,1956-02-08 08:24:00,900,4.17,34.451,27.339
8141,090.0 070.0,1956-02-08 08:24:00,1000,3.91,34.462,27.375
8141,090.0 070.0,1956-02-08 08:24:00,1067,3.73,34.47,27.4
8330,090.0 070.0,1956-04-19 21:18:00,0,13.14,33.35,25.088
8330,090.0 070.0,1956-04-19 21:18:00,10,12.53,33.33,25.192
8330,090.0 070.0,1956-04-19 21:18:00,20,12.14,33.361,25.291
8330,090.0 070.0,1956-04-19 21:18:00,29,11.91,33.4,25.365
8330,090.0 070.0,1956-04-19 21:18:00,30,11.9,33.4,25.367
8330,090.0 070.0,1956-04-19 21:18:00,49,11.62,33.42,25.435
8330,090.0 070.0,1956-04-19 21:18:00,50,11.58,33.426,25.447
8330,090.0 070.0,1956-04-19 21:18:00,59,11.23,33.48,25.552
8330,090.0 070.0,1956-04-19 21:18:00,68,10.96,33.51,25.624
8330,090.0 070.0,1956-04-19 21:18:00,75,10.88,33.532,25.656
8330,090.0 070.0,1956-04-19 21:18:00,82,10.82,33.55,25.681
8330,090.0 070.0,1956-04-19 21:18:00,97,10.5,33.57,25.752
8330,090.0 070.0,1956-04-19 21:18:00,100,10.39,33.574,25.775
8330,090.0 070.0,1956-04-19 21:18:00,125,9.43,33.654,25.998
8330,090.0 070.0,1956-04-19 21:18:00,130,9.22,33.68,26.052
8330,090.0 070.0,1956-04-19 21:18:00,150,8.56,33.845,26.285
8330,090.0 070.0,1956-04-19 21:18:00,158,8.35,33.91,26.368
8330,090.0 070.0,1956-04-19 21:18:00,194,7.99,34.01,26.501
8330,090.0 070.0,1956-04-19 21:18:00,200,7.91,34.019,26.52
8330,090.0 070.0,1956-04-19 21:18:00,250,7.25,34.067,26.653
8330,090.0 070.0,1956-04-19 21:18:00,257,7.16,34.07,26.668
8330,090.0 070.0,1956-04-19 21:18:00,300,6.76,34.111,26.755
8330,090.0 070.0,1956-04-19 21:18:00,352,6.41,34.16,26.84
8330,090.0 070.0,1956-04-19 21:18:00,400,6.22,34.213,26.907
8330,090.0 070.0,1956-04-19 21:18:00,469,6.0,34.28,26.989
8330,090.0 070.0,1956-04-19 21:18:00,500,5.83,34.295,27.022
8330,090.0 070.0,1956-04-19 21:18:00,600,5.29,34.335,27.12
8330,090.0 070.0,1956-04-19 21:18:00,614,5.21,34.34,27.134
8330,090.0 070.0,1956-04-19 21:18:00,700,4.89,34.405,27.223
8330,090.0 070.0,1956-04-19 21:18:00,800,4.57,34.473,27.313
8330,090.0 070.0,1956-04-19 21:18:00,811,4.54,34.48,27.322
8330,090.0 070.0,1956-04-19 21:18:00,900,4.25,34.483,27.356
8330,090.0 070.0,1956-04-19 21:18:00,1000,3.93,34.487,27.393
8330,090.0 070.0,1956-04-19 21:18:00,1054,3.76,34.49,27.413
8437,090.0 070.0,1956-06-09 14:24:00,0,13.71,33.21,24.864
8437,090.0 070.0,1956-06-09 14:24:00,10,13.68,33.22,24.879
8437,090.0 070.0,1956-06-09 14:24:00,20,13.68,33.22,24.879
8437,090.0 070.0,1956-06-09 14:24:00,29,13.68,33.22,24.879
8437,090.0 070.0,1956-06-09 14:24:00,30,13.67,33.223,24.884
8437,090.0 070.0,1956-06-09 14:24:00,50,13.11,33.277,25.038
8437,090.0 070.0,1956-06-09 14:24:00,58,12.72,33.3,25.133
8437,090.0 070.0,1956-06-09 14:24:00,73,11.68,33.31,25.339
8437,090.0 070.0,1956-06-09 14:24:00,75,11.6,33.317,25.359
8437,090.0 070.0,1956-06-09 14:24:00,92,10.96,33.42,25.555
8437,090.0 070.0,1956-06-09 14:24:00,100,10.51,33.504,25.699
8437,090.0 070.0,1956-06-09 14:24:00,107,10.13,33.58,25.824
8437,090.0 070.0,1956-06-09 14:24:00,125,9.65,33.703,26.0
8437,090.0 070.0,1956-06-09 14:24:00,130,9.58,33.73,26.033
8437,090.0 070.0,1956-06-09 14:24:00,150,9.38,33.855,26.164
8437,090.0 070.0,1956-06-09 14:24:00,159,9.28,33.9,26.215
8437,090.0 070.0,1956-06-09 14:24:00,187,8.5,33.96,26.385
8437,090.0 070.0,1956-06-09 14:24:00,200,8.23,33.997,26.455
8437,090.0 070.0,1956-06-09 14:24:00,220,7.9,34.05,26.546
8437,090.0 070.0,1956-06-09 14:24:00,250,7.48,34.086,26.635
8437,090.0 070.0,1956-06-09 14:24:00,287,7.1,34.11,26.708
8437,090.0 070.0,1956-06-09 14:24:00,300,7.03,34.128,26.732
8437,090.0 070.0,1956-06-09 14:24:00,391,6.67,34.24,26.87
8437,090.0 070.0,1956-06-09 14:24:00,400,6.6,34.244,26.882
8437,090.0 070.0,1956-06-09 14:24:00,500,5.77,34.282,27.02
8437,090.0 070.0,1956-06-09 14:24:00,529,5.52,34.29,27.057
8437,090.0 070.0,1956-06-09 14:24:00,600,5.25,34.347,27.134
8437,090.0 070.0,1956-06-09 14:24:00,690,4.91,34.42,27.232
8755,090.0 070.0,1957-04-15 19:00:00,0,14.0,33.45,24.99
8755,090.0 070.0,1957-04-15 19:00:00,10,13.98,33.44,24.987
8755,090.0 070.0,1957-04-15 19:00:00,20,13.62,33.416,25.043
8755,090.0 070.0,1957-04-15 19:00:00,28,13.31,33.4,25.093
8755,090.0 070.0,1957-04-15 19:00:00,30,13.3,33.4,25.095
8755,090.0 070.0,1957-04-15 19:00:00,42,13.2,33.4,25.115
8755,090.0 070.0,1957-04-15 19:00:00,50,12.9,33.4,25.175
8755,090.0 070.0,1957-04-15 19:00:00,51,12.85,33.4,25.185
8755,090.0 070.0,1957-04-15 19:00:00,60,12.43,33.45,25.306
8755,090.0 070.0,1957-04-15 19:00:00,68,12.26,33.46,25.346
8755,090.0 070.0,1957-04-15 19:00:00,75,12.13,33.47,25.379
8755,090.0 070.0,1957-04-15 19:00:00,85,11.94,33.48,25.422
8755,090.0 070.0,1957-04-15 19:00:00,98,11.66,33.48,25.475
8755,090.0 070.0,1957-04-15 19:00:00,100,11.63,33.48,25.48
8755,090.0 070.0,1957-04-15 19:00:00,111,11.42,33.48,25.519
8755,090.0 070.0,1957-04-15 19:00:00,125,10.82,33.412,25.574
8755,090.0 070.0,1957-04-15 19:00:00,132,10.46,33.4,25.628
8755,090.0 070.0,1957-04-15 19:00:00,150,9.59,33.66,25.977
8755,090.0 070.0,1957-04-15 19:00:00,159,9.23,33.82,26.161
8755,090.0 070.0,1957-04-15 19:00:00,194,8.84,34.01,26.372
8755,090.0 070.0,1957-04-15 19:00:00,200,8.71,34.024,26.403
8755,090.0 070.0,1957-04-15 19:00:00,242,7.86,34.09,26.584
8755,090.0 070.0,1957-04-15 19:00:00,250,7.83,34.116,26.609
8755,090.0 070.0,1957-04-15 19:00:00,300,7.65,34.269,26.756
8755,090.0 070.0,1957-04-15 19:00:00,318,7.58,34.32,26.806
8755,090.0 070.0,1957-04-15 19:00:00,400,6.78,34.337,26.932
8755,090.0 070.0,1957-04-15 19:00:00,414,6.64,34.34,26.953
8755,090.0 070.0,1957-04-15 19:00:00,500,6.28,34.37,27.025
8755,090.0 070.0,1957-04-15 19:00:00,556,6.04,34.39,27.072
9017,090.0 070.0,1957-07-14 08:42:00,908,4.24,34.43,27.315
9017,090.0 070.0,1957-07-14 08:42:00,928,4.18,34.45,27.338
9017,090.0 070.0,1957-07-14 08:42:00,946,4.12,34.47,27.36
9017,090.0 070.0,1957-07-14 08:42:00,967,4.06,34.46,27.358
9017,090.0 070.0,1957-07-14 08:42:00,986,3.98,34.47,27.374
9017,090.0 070.0,1957-07-14 08:42:00,1000,3.92,34.484,27.392
9017,090.0 070.0,1957-07-14 08:42:00,1007,3.9,34.49,27.399
9017,090.0 070.0,1957-07-14 08:42:00,1025,,34.47,
9017,090.0 070.0,1957-07-14 08:42:00,1046,3.85,34.47,27.388
9017,090.0 070.0,1957-07-14 08:42:00,1065,3.79,34.49,27.41
9017,090.0 070.0,1957-07-14 08:42:00,1072,3.78,34.49,27.411
9017,090.0 070.0,1957-07-14 08:42:00,1093,3.64,34.51,27.441
9017,090.0 070.0,1957-07-14 08:42:00,1100,3.61,34.506,27.441
9017,090.0 070.0,1957-07-14 08:42:00,1114,3.58,34.5,27.439
9017,090.0 070.0,1957-07-14 08:42:00,1136,3.54,34.5,27.443
9017,090.0 070.0,1957-07-14 08:42:00,1159,3.53,34.51,27.452
9017,090.0 070.0,1957-07-14 08:42:00,1181,3.47,34.51,27.458
9017,090.0 070.0,1957-07-14 08:42:00,1200,3.43,34.502,27.456
9017,090.0 070.0,1957-07-14 08:42:00,1204,3.42,34.5,27.455
9017,090.0 070.0,1957-07-14 08:42:00,1218,3.36,34.52,27.477
9018,090.0 070.0,1957-07-14 10:42:00,0,18.0,33.44,24.079
9018,090.0 070.0,1957-07-14 10:42:00,10,17.95,33.417,24.074
9018,090.0 070.0,1957-07-14 10:42:00,13,17.94,33.41,24.071
9018,090.0 070.0,1957-07-14 10:42:00,20,17.36,33.415,24.215
9018,090.0 070.0,1957-07-14 10:42:00,30,16.22,33.398,24.468
9018,090.0 070.0,1957-07-14 10:42:00,33,15.8,33.39,24.556
9018,090.0 070.0,1957-07-14 10:42:00,49,13.68,33.19,24.856
9018,090.0 070.0,1957-07-14 10:42:00,50,13.62,33.197,24.874
9018,090.0 070.0,1957-07-14 10:42:00,58,13.24,33.27,25.007
9018,090.0 070.0,1957-07-14 10:42:00,63,,33.3,
9018,090.0 070.0,1957-07-14 10:42:00,72,12.24,33.29,25.218
9018,090.0 070.0,1957-07-14 10:42:00,75,11.99,33.286,25.262
9018,090.0 070.0,1957-07-14 10:42:00,86,11.08,33.28,25.424
9018,090.0 070.0,1957-07-14 10:42:00,100,10.06,33.33,25.64
9018,090.0 070.0,1957-07-14 10:42:00,115,9.62,33.48,25.831
9018,090.0 070.0,1957-07-14 10:42:00,125,9.4,33.583,25.947
9018,090.0 070.0,1957-07-14 10:42:00,139,9.15,33.71,26.087
9018,090.0 070.0,1957-07-14 10:42:00,150,8.95,33.775,26.17
9018,090.0 070.0,1957-07-14 10:42:00,167,8.7,33.85,26.268
9018,090.0 070.0,1957-07-14 10:42:00,199,8.46,33.97,26.399
9018,090.0 070.0,1957-07-14 10:42:00,200,8.45,33.973,26.403
9018,090.0 070.0,1957-07-14 10:42:00,247,7.73,34.09,26.603
9018,090.0 070.0,1957-07-14 10:42:00,250,7.69,34.094,26.612
9018,090.0 070.0,1957-07-14 10:42:00,300,7.1,34.134,26.727
9018,090.0 070.0,1957-07-14 10:42:00,323,6.86,34.14,26.765
9018,090.0 070.0,1957-07-14 10:42:00,400,6.1,34.188,26.903
9018,090.0 070.0,1957-07-14 10:42:00,417,5.96,34.2,26.93
9018,090.0 070.0,1957-07-14 10:42:00,500,5.69,34.273,27.022
9018,090.0 070.0,1957-07-14 10:42:00,542,5.56,34.31,27.068
9203,090.0 070.0,1957-10-29 06:54:00,0,18.96,33.73,24.062
9203,090.0 070.0,1957-10-29 06:54:00,10,18.97,33.71,24.045
9203,090.0 070.0,1957-10-29 06:54:00,20,18.96,33.722,24.057
9203,090.0 070.0,1957-10-29 06:54:00,30,18.95,33.75,24.081
9203,090.0 070.0,1957-10-29 06:54:00,50,18.81,33.75,24.117
9203,090.0 070.0,1957-10-29 06:54:00,55,18.78,33.75,24.125
9203,090.0 070.0,1957-10-29 06:54:00,65,13.36,33.54,25.192
9203,090.0 070.0,1957-10-29 06:54:00,75,11.85,33.57,25.509
9203,090.0 070.0,1957-10-29 06:54:00,84,10.29,33.68,25.874
9203,090.0 070.0,1957-10-29 06:54:00,99,9.52,33.78,26.081
9203,090.0 070.0,1957-10-29 06:54:00,100,9.49,33.781,26.087
9203,090.0 070.0,1957-10-29 06:54:00,113,9.17,33.79,26.146
9203,090.0 070.0,1957-10-29 06:54:00,125,9.03,33.833,26.202
9203,090.0 070.0,1957-10-29 06:54:00,133,8.96,33.87,26.242
9203,090.0 070.0,1957-10-29 06:54:00,150,8.74,33.942,26.333
9203,090.0 070.0,1957-10-29 06:54:00,152,8.71,33.95,26.344
9203,090.0 070.0,1957-10-29 06:54:00,175,8.46,34.0,26.422
9203,090.0 070.0,1957-10-29 06:54:00,199,8.08,34.05,26.519
9203,090.0 070.0,1957-10-29 06:54:00,200,8.07,34.051,26.521
9203,090.0 070.0,1957-10-29 06:54:00,246,7.46,34.06,26.618
9203,090.0 070.0,1957-10-29 06:54:00,250,7.41,34.063,26.627
9203,090.0 070.0,1957-10-29 06:54:00,300,6.87,34.113,26.742
9203,090.0 070.0,1957-10-29 06:54:00,323,6.65,34.14,26.793
9203,090.0 070.0,1957-10-29 06:54:00,400,6.01,34.205,26.928
9203,090.0 070.0,1957-10-29 06:54:00,419,5.88,34.22,26.956
9203,090.0 070.0,1957-10-29 06:54:00,500,5.5,34.29,27.059
9203,090.0 070.0,1957-10-29 06:54:00,546,5.28,34.33,27.117
9327,090.0 070.0,1957-12-17 14:00:00,0,16.44,33.44,24.448
9327,090.0 070.0,1957-12-17 14:00:00,10,16.45,33.44,24.446
9327,090.0 070.0,1957-12-17 14:00:00,20,16.42,33.44,24.454
9327,090.0 070.0,1957-12-17 14:00:00,30,16.38,33.44,24.463
9327,090.0 070.0,1957-12-17 14:00:00,46,15.41,33.44,24.682
9327,090.0 070.0,1957-12-17 14:00:00,50,15.25,33.44,24.717
9327,090.0 070.0,1957-12-17 14:00:00,55,15.01,33.44,24.77
9327,090.0 070.0,1957-12-17 14:00:00,66,13.95,33.41,24.972
9327,090.0 070.0,1957-12-17 14:00:00,74,12.92,33.37,25.149
9327,090.0 070.0,1957-12-17 14:00:00,75,12.81,33.368,25.169
9327,090.0 070.0,1957-12-17 14:00:00,93,11.14,33.4,25.507
9327,090.0 070.0,1957-12-17 14:00:00,100,10.69,33.447,25.624
9327,090.0 070.0,1957-12-17 14:00:00,108,10.28,33.51,25.744
9327,090.0 070.0,1957-12-17 14:00:00,122,9.7,33.62,25.927
9327,090.0 070.0,1957-12-17 14:00:00,125,9.63,33.641,25.955
9327,090.0 070.0,1957-12-17 14:00:00,145,9.28,33.77,26.113
9327,090.0 070.0,1957-12-17 14:00:00,150,9.19,33.804,26.154
9327,090.0 070.0,1957-12-17 14:00:00,171,8.82,33.93,26.312
9327,090.0 070.0,1957-12-17 14:00:00,200,8.27,34.025,26.471
9327,090.0 070.0,1957-12-17 14:00:00,208,8.13,34.04,26.504
9327,090.0 070.0,1957-12-17 14:00:00,250,7.56,34.078,26.618
9327,090.0 070.0,1957-12-17 14:00:00,259,7.46,34.08,26.634
9327,090.0 070.0,1957-12-17 14:00:00,300,6.99,34.109,26.722
9327,090.0 070.0,1957-12-17 14:00:00,338,6.63,34.14,26.796
9327,090.0 070.0,1957-12-17 14:00:00,400,6.26,34.211,26.901
9327,090.0 070.0,1957-12-17 14:00:00,436,6.1,34.25,26.952
9327,090.0 070.0,1957-12-17 14:00:00,500,5.79,34.281,27.016
9327,090.0 070.0,1957-12-17 14:00:00,577,5.42,34.32,27.093
